"AnimalID","AnimalCode","OtherID","Sex","DOB","FirstDate","DOB_estimate","Age_yr","Age_class","Group_mb","StartDate_mb","EndDate_mb","Tenure_type","Mother","Father","ReliableData","Fate_probable","Comments"
"Meerkat","Mee",NA,"M","2014-10-27","2014-10-27","2014-10-27",8.47,"adult","BD","2014-10-27","2016-11-24","BirthGroup","Mooi","Arthur",NA,"dead","Presumed dead, body not found. Recorded 3 times in months after official last seen date - probably errors"
"Merlin","Mer","Littlemerlin","M",NA,"2011-08-03","2009-11-01",NA,"adult","LT","2011-08-03","2014-12-11","BirthGroup",NA,NA,"No",NA,"Probably born in 2009, fate unknown…. Mixed with Mercury?"
"Merlin","Mer","Jf","M",NA,"2011-08-03","2009-11-01",NA,"adult","LT","2011-08-03","2014-12-11","BirthGroup",NA,NA,"No",NA,"Probably born in 2009, fate unknown…. Mixed with Mercury?"
"Mercury","Mer",NA,"M","2012-12-01","2014-12-18","2012-12-01",10.37,"adult","LT","2014-12-18","2015-07-09","BirthGroup",NA,NA,"No",NA,"Unclear if data in logbook is for Mercury or Merlin…: 2015/07/09 - last date Mercury (lennon moustace?) recorded"
"Mevrou","Mevr",NA,"F","2012-10-29","2012-10-29","2012-10-29",10.47,"adult","BD","2012-10-29","2016-06-07","BirthGroup","Mooi",NA,NA,"dead","Recorded a few more times in BD months after official last seen, but maybe errors, likely dead"
"Mfolozi","Mfo","Hunchback","M",NA,"2010-12-12","2007-11-01",NA,"adult","LT","2012-05-16","2014-10-21","MigrationGroup1","Mamoobi",NA,NA,NA,"Probably born in 2007; described as ""hunchback"" or ""hunchback juv"" early on in records"
"Mfolozi","Mfo","Hunchback","M",NA,"2010-12-12","2007-11-01",NA,"adult","AK","2010-12-12","2012-05-02","BirthGroup","Mamoobi",NA,NA,NA,"Probably born in 2007; described as ""hunchback"" or ""hunchback juv"" early on in records"
"Mhaori","Mhao",NA,"F","2016-11-17","2016-11-17","2016-11-17",6.4,"adult","KB","2016-11-17","2019-12-30","BirthGroup","Mara",NA,NA,NA,NA
"Michaeljackson","Mic",NA,"M",NA,NA,NA,NA,NA,"RC","2010-12-08","2010-12-11","MigrationGroup1",NA,NA,NA,NA,NA
"Middag","Midd",NA,"F","2015-11-09","2015-11-09","2015-11-09",7.43,"adult","BD","2015-11-09","2016-01-20","BirthGroup","Mielies",NA,NA,"dead","Presumed dead, body not found"
"Mielies","Miel",NA,"F",NA,"2010-11-16","2010-11-16",NA,"adult","BD","2010-11-16","2023-04-05","BirthGroup","Mooi",NA,NA,NA,"DOB unconfirmed"
"Milano","Mil",NA,"M",NA,"2010-11-08","2006-11-08",NA,"adult","BD","2014-04-28","2015-05-02","MigrationGroup3",NA,NA,NA,"migrated","Not seen at noha for 5 months then returned, date of immigration is likely just first seen date, seen in BD v infrequently in months before final seen date"
"Milano","Mil",NA,"M",NA,"2010-11-08","2006-11-08",NA,"adult","NH","2011-10-20","2013-09-30","MigrationGroup2",NA,NA,NA,"migrated","Not seen at noha for 5 months then returned, date of immigration is likely just first seen date, seen in BD v infrequently in months before final seen date"
"Milano","Mil",NA,"M",NA,"2010-11-08","2006-11-08",NA,"adult","NH","2010-11-08","2011-03-30","MigrationGroup1",NA,NA,NA,"migrated","Not seen at noha for 5 months then returned, date of immigration is likely just first seen date, seen in BD v infrequently in months before final seen date"
"Mimiek","Mimi",NA,"F","2018-10-26","2018-10-26","2018-10-26",4.46,"adult","BD","2018-10-26","2020-08-19","BirthGroup","Mielies",NA,NA,"dead","Disappeared and no body but assumed to have died. Lots of predator response and hypervigilance in recent days. And group split a few days around disappearance."
"Mississipi","Mis",NA,"M","2013-11-27","2013-11-27","2013-11-27",9.38,"adult","KB","2013-11-27","2018-06-16","BirthGroup","Mara",NA,NA,NA,"Born during the night. VERY shy, not seen in group until 2013/05/06"
"Miskien","Misk",NA,"F","2021-11-19","2021-11-19","2021-11-19",1.38,"juvenile","BD","2021-11-19","2023-04-05","BirthGroup","Mielies",NA,"Yes",NA,NA
"Mnandi","Mna",NA,"M",NA,"2012-01-28","2009-11-01",NA,"adult","LT","2015-01-19","2018-06-07","MigrationGroup1","Mamoobi","Sanbonani",NA,"migrated","Born in 2009, seen once in LT on 05/01/15 before official migration date"
"Mnandi","Mna",NA,"M",NA,"2012-01-28","2009-11-01",NA,"adult","AK","2012-01-28","2015-01-14","BirthGroup","Mamoobi","Sanbonani",NA,"migrated","Born in 2009, seen once in LT on 05/01/15 before official migration date"
"Modjadji","Modj",NA,"F","2011-10-31","2011-10-31","2011-10-31",11.46,"adult","AK","2011-10-31","2012-11-26","BirthGroup","Mamoobi",NA,NA,"dead","Probably dead, in logbook 2 months later but probably an error"
"Moesa","Moes",NA,"F","2020-11-24","2020-11-24","2020-11-24",2.37,"juvenile","KB","2020-11-24","2023-04-05","BirthGroup","Mara",NA,NA,NA,"She was was sexed as a male and later realised that she was a female"
"Mokcha","Mokc",NA,"F","2017-10-13","2017-10-13","2017-10-13",5.5,"adult","KB","2017-10-13","2021-09-04","BirthGroup","Mara",NA,NA,NA,NA
"Momo","Mom",NA,"M",NA,"2021-06-04","2017-06-04",NA,"adult","LT","2021-06-04","2022-12-19","MigrationGroup1",NA,NA,NA,NA,NA
"Montreal","Mon",NA,"M",NA,"2021-10-25","2021-10-25",NA,"juvenile","CR","2021-10-25","Stillpresent","BirthGroup","mackenzie",NA,"Yes",NA,NA
"Mooi","Mooi",NA,"F",NA,"2010-11-09","2010-11-09",NA,"adult","BD","2010-11-09","2015-05-26","BirthGroup",NA,NA,NA,"dead","Last seen looking almost ""drugged"", vey weak, presumed dead. Recorded a few times after last seen date, but likely errors"
"Moonie","Moon","Babytang2012","F",NA,"2014-02-28","2012-11-01",NA,"adult","KB","2014-02-28","2015-02-13","BirthGroup","Mara","Danube","No","dead","probably dead, body not found, probably referred to as baby Tang 2012 before Mara was discovered and we realised it was her baby"
"Mousse","Mou","Jg","M",NA,"2011-08-03","2009-11-01",NA,"adult","LT","2011-08-03","2014-06-03","BirthGroup",NA,NA,NA,NA,"Probably born in 2009, fate unknown. Maybe seen once more on 20.06.14 but maybe error?"
"Moya","Moya",NA,"F","2017-10-26","2017-10-26","2017-10-26",5.46,"adult","AK","2017-10-26","2019-11-16","BirthGroup","Mamoobi",NA,NA,"dead","Presumed dead. Body not found"
"Mpukuvane","Mpu",NA,"M",NA,"2012-05-14","2009-11-01",NA,"adult","AK","2012-05-14","2013-05-16","BirthGroup","Mamoobi",NA,NA,NA,"Probably born in 2008"
"Muis","Mui",NA,"M","2020-11-25","2020-11-25","2020-11-25",2.37,"juvenile","BD","2020-11-25","Stillpresent","BirthGroup","Mielies",NA,NA,NA,NA
"Mungunya","Mun",NA,"M","2012-10-15","2012-10-15","2012-10-15",10.5,"adult","AK","2012-10-15","2016-01-09","BirthGroup","Mamoobi","Arthur",NA,"dead","probably dead, body not found"
"Mvula","Mvu",NA,"M","2010-11-02","2010-11-02","2010-11-02",12.46,"adult","CR","2016-12-29","2018-02-23","MigrationGroup2","Mamoobi","Sanbonani",NA,NA,NA
"Mvula","Mvu",NA,"M","2010-11-02","2010-11-02","2010-11-02",12.46,"adult","BD","2015-06-13","2016-12-17","MigrationGroup1","Mamoobi","Sanbonani",NA,NA,NA
"Mvula","Mvu",NA,"M","2010-11-02","2010-11-02","2010-11-02",12.46,"adult","AK","2010-11-02","2015-06-13","BirthGroup","Mamoobi","Sanbonani",NA,NA,NA
"Naartjie","Naa",NA,"M","2020-12-21","2020-12-21","2020-12-21",2.3,"juvenile","BD","2020-12-21","2021-12-12","BirthGroup","Nooiens ",NA,"No",NA,"born between 19 and 21/12/2020 but First recorded and seen on 21 Dec 2020"
"Naaldekoker","Naal",NA,"F","2018-10-26","2018-10-26","2018-10-26",4.46,"adult","BD","2018-10-26","2023-04-05","BirthGroup","Numbies",NA,NA,NA,NA
"Nagapie","Naga",NA,"F","2022-11-29","2022-11-29","2022-11-29",0.35,"baby","BD","2022-11-29","2023-04-05","BirthGroup","Nooiens ",NA,"Yes",NA,NA
"Nahoon","Nah",NA,"M","2016-11-14","2016-11-14","2016-11-14",6.41,"adult","KB","2016-11-14","2019-05-30","BirthGroup","Nessie",NA,NA,"dead","Probably dead"
"Nakhu","Nak",NA,"M","2017-10-31","2017-10-31","2017-10-31",5.45,"adult","BD","2022-05-06","Stillpresent","MigrationGroup1","Nkosikasi",NA,NA,NA,NA
"Nakhu","Nak",NA,"M","2017-10-31","2017-10-31","2017-10-31",5.45,"adult","AK","2017-10-31","2022-05-05","BirthGroup","Nkosikasi",NA,NA,NA,NA
"Nala","Nala",NA,"F",NA,"2012-04-18","2008-11-01",NA,"adult","LT","2012-04-18","2015-07-04","BirthGroup",NA,NA,NA,"dead","Probably born 2008, fate unknown, presumed dead"
"Namnam","Namn",NA,"F",NA,NA,NA,NA,NA,"BD","2011-04-07","2013-08-22","BirthGroup",NA,NA,NA,NA,NA
"Nantucket","Nan",NA,"M",NA,"2017-11-02","2014-07-18",NA,"adult","CR","2017-11-02","2018-07-18","BirthGroup","Nihau",NA,NA,NA,"Last seen few days before CR last followed"
"Napoli","Nap",NA,"M",NA,"2010-11-08","2006-11-08",NA,"adult","NH","2010-11-08","2011-01-24","MigrationGroup1",NA,NA,NA,NA,NA
"Ncane","Nca",NA,"M","2022-12-01","2022-12-01","2022-12-01",0.35,"baby","AK","2022-12-01","2023-04-05","BirthGroup","Ncoko",NA,"Yes",NA,NA
"Ncoko","Ncok",NA,"F","2018-11-02","2018-11-02","2018-11-02",4.44,"adult","AK","2018-11-02","2023-04-05","BirthGroup","Nkosikasi",NA,NA,NA,NA
"Ndanda","Nda",NA,"M","2018-11-03","2018-11-03","2018-11-03",4.44,"sub-adult","AK","2018-11-03","Stillpresent","BirthGroup","Ndonsa",NA,NA,NA,"probably born the day before"
"Ndawonya","Ndaw",NA,"F","2016-02-08","2016-02-08","2016-02-08",7.18,"adult","AK","2016-02-08","2023-04-05","BirthGroup","Ndonsa",NA,NA,NA,NA
"Ndiza","Ndi",NA,"M","2014-11-01","2014-11-01","2014-11-01",8.45,"adult","AK","2014-11-01","2020-03-05","BirthGroup","Ndonsa",NA,NA,NA,NA
"Ndiki","Ndik",NA,"F","2017-10-16","2017-10-16","2017-10-16",5.49,"adult","AK","2017-10-16","2021-04-20","BirthGroup","Ndonsa",NA,NA,NA,NA
"Ndini","Ndin",NA,"F","2022-12-03","2022-12-03","2022-12-03",0.34,"baby","AK","2022-12-03","2023-04-05","BirthGroup","Ndonsa",NA,"Yes",NA,NA
"Ndlovu","Ndl",NA,"M","2021-11-02","2021-11-02","2021-11-02",1.43,"juvenile","AK","2021-11-02","Stillpresent","BirthGroup","Ndonsa",NA,"Yes",NA,NA
"Ndondo","Ndo",NA,"M","2021-01-04","2021-01-04","2021-01-04",2.26,"juvenile","AK","2021-01-04","2021-11-27","BirthGroup","Ndawonya",NA,NA,NA,NA
"Ndonsa","Ndon",NA,"F",NA,"2012-11-02","2012-11-02",NA,"adult","AK","2012-11-02","2023-04-05","BirthGroup","Nkosikasi","Sanbonani",NA,NA,NA
"Ndumiso","Ndum",NA,"F","2020-11-16","2020-11-16","2020-11-16",2.39,"juvenile","AK","2020-11-16","2023-04-05","BirthGroup","Ndonsa",NA,NA,NA,NA
"Nelson","Nel",NA,"M",NA,"2022-03-17","2018-03-17",NA,"adult","LT","2022-03-17","Stillpresent","MigrationGroup1",NA,NA,"Yes",NA,NA
"Nessie","Ness",NA,"F",NA,"2012-08-01","2011-11-01",NA,"adult","KB","2012-08-01","2020-09-23","BirthGroup",NA,NA,NA,"dead","Born Dec 2011, died Sep2020. posssibly by Caracal"
"Neuchatel","Neu","M10","M",NA,"2011-12-16","2010-05-08",NA,"adult","BD","2014-06-09","2020-12-14","MigrationGroup1",NA,NA,NA,NA,NA
"Neuchatel","Neu","M10","M",NA,"2011-12-16","2010-05-08",NA,"adult","NH","2011-12-16","2014-05-08","BirthGroup",NA,NA,NA,NA,NA
"Newton","New",NA,"M",NA,"2011-07-09","2007-07-09",NA,"adult","LT","2011-07-09","2014-01-25","MigrationGroup1",NA,NA,NA,NA,"Only seen twice since Nov 2013"
"Newmale3","NewMale3","Newmale3","M",NA,NA,NA,NA,NA,"NH","2022-06-16","2022-08-06","MigrationGroup1",NA,NA,NA,NA,NA
"Ngenakubo","Nge",NA,"M","2016-11-18","2016-11-18","2016-11-18",6.4,"adult","BD","2022-02-07","2023-03-01","MigrationGroup1","Nkosikasi",NA,NA,NA,NA
"Ngenakubo","Nge",NA,"M","2016-11-18","2016-11-18","2016-11-18",6.4,"adult","AK","2016-11-18","2021-11-12","BirthGroup","Nkosikasi",NA,NA,NA,NA
"Ngubu","Ngu",NA,"M","2011-11-26","2011-11-26","2011-11-26",11.39,"adult","AK","2011-11-26","2013-07-06","BirthGroup","Nkosikasi",NA,NA,"dead","Probably dead"
"Niese","Nies",NA,"F","2010-10-31","2010-10-31","2010-10-31",12.47,"adult","BD","2010-10-31","2014-12-14","BirthGroup","Numbies",NA,NA,"dead","Presumed dead"
"Nihau","Niha",NA,"F",NA,"2017-11-06","2012-11-01",NA,"adult","CR","2017-11-06","2023-04-05","BirthGroup",NA,NA,NA,NA,"Born 2012, first recorded seems late - was she called something else first? Last seen few days before CR last followed"
"Nihiru","Nihi",NA,"F",NA,"2021-11-09","2021-11-09",NA,"juvenile","CR","2021-11-09","2023-04-05","BirthGroup","Nihau",NA,"Yes",NA,NA
"Nil","Nil",NA,"M",NA,"2011-11-05","2007-11-05",NA,"adult","KB","2011-11-05","2014-11-17","MigrationGroup1",NA,NA,NA,NA,NA
"Nirtjies","Nirt",NA,"F","2015-11-06","2015-11-06","2015-11-06",7.44,"adult","BD","2015-11-06","2016-01-25","BirthGroup","Numbies",NA,NA,"dead","Presumed dead"
"Nkomo","Nko",NA,"M","2021-11-04","2021-11-04","2021-11-04",1.42,"juvenile","AK","2021-11-04","Stillpresent","BirthGroup","Nkosikasi",NA,"Yes",NA,NA
"Nkosikasi","Nkos",NA,"F",NA,"2010-11-11","2005-11-01",NA,"adult","AK","2010-11-11","2023-04-05","BirthGroup",NA,NA,NA,NA,"Probably born between 2005-2006"
"Nkunzi","Nkun",NA,"F","2020-11-19","2020-11-19","2020-11-19",2.39,"juvenile","AK","2020-11-19","2022-01-13","BirthGroup","Nkosikasi",NA,"No",NA,NA
"Noah","Noa",NA,"M",NA,"2013-02-09","2013-02-09",NA,"adult","LT","2013-02-09","2018-02-20","BirthGroup","Nala",NA,NA,"migrated","Migrated on the same day LT split, recorded once in May 2018 in LT, likely an error"
"Noah","Noa",NA,"M",NA,"2013-02-09","2013-02-09",NA,"adult","LTsplit","2018-02-20","2018-02-20","GroupSplit","Nala",NA,NA,"migrated","Migrated on the same day LT split, recorded once in May 2018 in LT, likely an error"
"Noktober","Nok",NA,"M","2011-10-26","2011-10-26","2011-10-26",11.48,"adult","CR","2016-06-15","2017-01-04","MigrationGroup1","Numbies","Pik",NA,"migrated","Disappeared from CR, probably migrated, "
"Noktober","Nok",NA,"M","2011-10-26","2011-10-26","2011-10-26",11.48,"adult","BD","2011-10-26","2016-06-11","BirthGroup","Numbies","Pik",NA,"migrated","Disappeared from CR, probably migrated, "
"Nonnitgie","Non",NA,"M","2018-11-22","2018-11-22","2018-11-22",4.38,"sub-adult","BD","2018-11-22","Stillpresent","BirthGroup","Nooiens ",NA,NA,NA,NA
"Nooit","Noo",NA,"M","2021-11-09","2021-11-09","2021-11-09",1.41,"juvenile","BD","2021-11-09","2022-02-16","BirthGroup","Nooiens ",NA,"NO",NA,NA
"Nooiens","Nooi",NA,"F","2014-11-28","2014-11-28","2014-11-28",8.38,"adult","BD","2014-11-28","2023-04-05","BirthGroup","Numbies",NA,NA,NA,NA
"Nora","Nora",NA,"F",NA,"2021-07-28","2021-07-28",NA,"juvenile","CR","2021-07-28","2023-04-05","BirthGroup","Nihau",NA,"Yes",NA,NA
"Nuclides","Nucl",NA,"F","2019-11-04","2019-11-04","2019-11-04",3.43,"juvenile","BD","2019-11-04","2021-06-30","BirthGroup","Nurks",NA,NA,NA,"She was last seen on the 30/06/2021. Nucl was the only surviving baby from BD for the 2019/20 season."
"Nugget","Nug",NA,"M","2021-10-26","2021-10-26","2021-10-26",1.45,"juvenile","KB","2021-10-26","2021-05-27","BirthGroup","Nessie",NA,"NO",NA,NA
"Nukke","Nuk",NA,"M","2021-10-18","2021-10-18","2021-10-18",1.47,"juvenile","BD","2021-10-18","Stillpresent","BirthGroup","Nurks",NA,"Yes",NA,"probably born 16 or 17 of October 2021 "
"Nul","Nul",NA,"M","2021-10-06","2021-10-06","2021-10-06",1.5,"juvenile","BD","2021-10-06","2022-03-22","BirthGroup","Numbies",NA,"No",NA,NA
"Numbies","Numb",NA,"F",NA,"2010-11-09","2010-11-09",NA,"adult","BD","2010-11-09","2023-04-05","BirthGroup",NA,NA,NA,NA,NA
"Nurks","Nurk",NA,"F","2012-10-01","2012-10-01","2012-10-01",10.54,"adult","BD","2012-10-01","2023-04-05","BirthGroup","Numbies","Pik",NA,NA,NA
"Nuuskierig","Nuu",NA,"M","2017-10-16","2017-10-16","2017-10-16",5.49,"adult","BD","2017-10-16","2023-03-06","BirthGroup","Nurks",NA,NA,NA,NA
"Nyala","Nyal",NA,"F","2021-11-05","2021-11-05","2021-11-05",1.42,"juvenile","AK","2021-11-05","2021-12-06","BirthGroup","Nyanga",NA,"NO",NA,NA
"Nyanga","Nyan",NA,"F","2014-10-31","2014-10-31","2014-10-31",8.46,"adult","AK","2014-10-31","2021-12-04","BirthGroup","Nkosikasi","Elton",NA,NA,NA
"Nyoni","Nyo",NA,"M","2012-10-22","2012-10-22","2012-10-22",10.48,"adult","BD","2017-05-16","2018-11-19","MigrationGroup1","Nkosikasi","Yster",NA,NA,NA
"Nyoni","Nyo",NA,"M","2012-10-22","2012-10-22","2012-10-22",10.48,"adult","AK","2012-10-22","2017-05-16","BirthGroup","Nkosikasi","Yster",NA,NA,NA
"Oahu","Oahu",NA,"F",NA,"2015-01-12","2015-01-12",NA,"adult","CR","2015-01-12","2018-07-18","BirthGroup",NA,NA,NA,NA,"Last seen few days before CR last followed"
"Oase","Oase",NA,"F","2022-11-19","2022-11-19","2022-11-19",0.38,"baby","BD","2022-11-19","2023-04-05","BirthGroup","Obsessie",NA,"Yes",NA,NA
"Obelisk","Obe",NA,"M","2014-11-15","2014-11-15","2014-11-15",8.41,"adult","CR","2020-08-06","2022-02-22","MigrationGroup1","Oulik","Chernobyl",NA,"migrated","Probably immigrated earlier but gp not habituated/not followed so immigration date might not be exact"
"Obelisk","Obe",NA,"M","2014-11-15","2014-11-15","2014-11-15",8.41,"adult","BD","2014-11-15","2019-06-13","BirthGroup","Oulik","Chernobyl",NA,"migrated","Probably immigrated earlier but gp not habituated/not followed so immigration date might not be exact"
"Obsessie","Obse",NA,"F","2017-10-24","2017-10-24","2017-10-24",5.47,"adult","BD","2017-10-24","2023-04-05","BirthGroup","Oulik",NA,NA,NA,NA
"Oerwoud","Oerw",NA,"F","2018-11-09","2018-11-09","2018-11-09",4.42,"adult","BD","2018-11-09","2023-04-05","BirthGroup","Oulik",NA,NA,NA,NA
"Ogies","Ogi",NA,"M","2011-11-02","2011-11-02","2011-11-02",11.46,"adult","CR","2016-06-10","2018-07-20","MigrationGroup1","Oulik","Lekker",NA,NA,"Recorded a few more times in BD months after official dept date, but maybe errors, seen on last day CR followed 2018/07/20"
"Ogies","Ogi",NA,"M","2011-11-02","2011-11-02","2011-11-02",11.46,"adult","BD","2011-11-02","2016-06-03","BirthGroup","Oulik","Lekker",NA,NA,"Recorded a few more times in BD months after official dept date, but maybe errors, seen on last day CR followed 2018/07/20"
"Okavango","Oka",NA,"M",NA,"2015-05-04","2011-05-04",NA,"adult","KB","2015-05-04","2015-10-29","MigrationGroup1",NA,NA,NA,NA,"Had large wound before last seen"
"Okefenokee","Oke",NA,"M",NA,"2021-05-31","2017-05-31",NA,"adult","KB","2021-05-31","2023-01-28","MigrationGroup1",NA,NA,NA,NA,NA
"Okucane","Oku","Dot","M",NA,"2011-01-18","2007-11-01",NA,"adult","BD","2013-02-19","2014-09-08","MigrationGroup1",NA,"Sanbonani",NA,NA,"Probably born in 2007"
"Okucane","Oku","Dot","M",NA,"2011-01-18","2007-11-01",NA,"adult","AK","2011-01-18","2013-02-15","BirthGroup",NA,"Sanbonani",NA,NA,"Probably born in 2007"
"Oliver","Oli",NA,"M","2009-12-01","2014-02-04","2009-12-01",13.38,"adult","LT","2014-02-04","2014-06-03","BirthGroup",NA,NA,NA,NA,NA
"Olona","Olo","Bumpyheadmale","M",NA,"2015-04-03","2011-04-03",NA,"adult","KB","2015-04-03","2015-05-25","MigrationGroup1",NA,NA,NA,NA,"Described initially as 'bumpy head male', seen with group across river on 29th June 15"
"Olyf","Olyf",NA,"F","2022-11-15","2022-11-15","2022-11-15",0.39,"baby","BD","2022-11-15","2023-04-05","BirthGroup","Oulik",NA,"Yes",NA,NA
"Omelet","Ome",NA,"M","2021-11-04","2021-11-04","2021-11-04",1.42,"juvenile","BD","2021-11-04","Stillpresent","BirthGroup","Oortjies",NA,"Yes",NA,NA
"Onbeskof","Onb",NA,"M","2012-10-19","2012-10-19","2012-10-19",10.49,"adult","BD","2012-10-19","2016-03-11","BirthGroup","Oulik","Pik",NA,"dead","Presumed dead"
"Oom","Oom",NA,"M",NA,"2010-12-24","2006-12-24",NA,"adult","BD","2010-12-24","2012-11-19","MigrationGroup1",NA,NA,NA,NA,"Formed new group Inbetweeners with three BD females"
"Oortjies","Oort",NA,"F","2015-11-20","2015-11-20","2015-11-20",7.4,"adult","BD","2015-11-20","2023-04-05","BirthGroup","Oulik",NA,NA,NA,NA
"Oscar","Osc","Dumbledore","M",NA,"2018-06-07","2014-06-07",NA,"adult","LT","2018-06-07","2019-02-06","MigrationGroup1",NA,NA,NA,NA,"Previously named Dumbledore"
"Otter","Ott","Ottline","M","2022-12-26","2022-12-26","2022-12-26",0.28,"baby","BD","2022-12-26","2023-04-05","BirthGroup","Oerwoud",NA,"Yes",NA,NA
"Ouagadougou","Oua","Shakespeare","M",NA,"2019-06-03","2015-06-03",NA,"adult","NH","2019-06-03","2020-11-30","MigrationGroup1",NA,NA,"No",NA,"Was originally called Shakespeare in tablet - an ID error - he is not Shakespeare from LT"
"Oulik","Ouli",NA,"F",NA,"2010-11-09","2010-11-09",NA,"adult","BD","2010-11-09","2023-04-05","BirthGroup",NA,NA,NA,NA,NA
"Ouma","Ouma",NA,"F","2020-11-18","2020-11-18","2020-11-18",2.39,"juvenile","BD","2020-11-18","2021-12-08","BirthGroup","Oortjies",NA,NA,NA,"Born at 15:22 on Beach of BD on 18/11/2020. Birth witnessed and recorded by No."
"Oupa","Oup",NA,"M","2020-11-13","2020-11-13","2020-11-13",2.4,"juvenile","BD","2020-11-13","Stillpresent","BirthGroup","Oulik",NA,NA,NA,NA
"Padkos","Padk",NA,"F","2021-10-27","2021-10-27","2021-10-27",1.45,"juvenile","BD","2021-10-27","2022-05-06","BirthGroup","Potjie",NA,"NO",NA,NA
"Pale","Pal",NA,"M",NA,"2014-12-30","2012-11-01",NA,"adult","BD","2016-12-07","2022-03-01","MigrationGroup1",NA,NA,NA,"migrated","Born 2012, seen in CR twice in the 1-2 months after migration"
"Pale","Pal",NA,"M",NA,"2014-12-30","2012-11-01",NA,"adult","CR","2014-12-30","2016-12-01","BirthGroup",NA,NA,NA,"migrated","Born 2012, seen in CR twice in the 1-2 months after migration"
"Palmela","Palm",NA,"F","2020-12-17","2020-12-17","2020-12-17",2.31,"juvenile","NH","2020-12-17","2023-04-05","BirthGroup","Pretoria",NA,NA,NA,"born btw 15 and 17/12/2020"
"Pandora","Pand",NA,"F",NA,"2022-06-28",NA,NA,NA,"IF","2022-06-28","2023-04-05","BirthGroup",NA,NA,"YES",NA,NA
"Pannekoekie","Pann",NA,"F",NA,"2010-12-01","2010-12-01",NA,"adult","BD","2010-12-01","2023-04-05","BirthGroup","Snortjie",NA,NA,NA,"Born in 2010, mistakenly assumed Princes was mother (hence P name), but genetics shows Snor is mother"
"Papsak","Pap",NA,"M","2015-11-12","2015-11-12","2015-11-12",7.42,"adult","BD","2015-11-12","2015-12-29","BirthGroup","Pannekoekie",NA,NA,"dead","Presumed dead, body not found"
"Papp","Papp",NA,"F","2020-11-04","2020-11-04","2020-11-04",2.43,"juvenile","BD","2020-11-04","2023-04-05","BirthGroup","Potjie",NA,NA,NA,"Born in the night from the 3rd to the 4th morning of November 2020 "
"Paris","Pari",NA,"F",NA,"2010-11-08","2010-11-08",NA,"adult","NH","2010-11-08","2015-08-18","BirthGroup",NA,NA,NA,"dead","dead body found on 18/08/15"
"Patlansky","Pat",NA,"M",NA,NA,NA,NA,NA,"RC","2010-12-28","2011-11-25","MigrationGroup1",NA,NA,NA,NA,NA
"Pearl","Pear","Littlealmond","F",NA,"2013-04-24","2013-04-24",NA,"adult","KB","2013-04-24","2015-12-15","BirthGroup",NA,"Nile",NA,NA,"Prob born Dec 2009; renamed Pearl (2015); left with KB split, not seen again"
"Pearl","Pear","Littlealmond","F",NA,"2013-04-24","2013-04-24",NA,"adult","KBSplit","2015-12-15","2015-12-15","GroupSplit",NA,"Nile",NA,NA,"Prob born Dec 2009; renamed Pearl (2015); left with KB split, not seen again"
"Persephone","Pers",NA,"F",NA,"2022-11-25",NA,NA,NA,"IF","2022-11-25","2023-04-05","BirthGroup","Pandora",NA,"Yes",NA,NA
"Pianosa","Pia",NA,"M",NA,"2015-09-26","2011-09-26",NA,"adult","CR","2015-09-26","2016-07-15","MigrationGroup1",NA,NA,NA,NA,"Disappeared"
"Piesang","Pie",NA,"M","2021-10-18","2021-10-18","2021-10-18",1.47,"juvenile","BD","2021-10-18","Stillpresent","BirthGroup","Pieperig",NA,"Yes",NA,"probably born 16 or 17 of October 2021 "
"Pieperig","Piep",NA,"F",NA,"2013-01-18","2013-01-18",NA,"adult","BD","2013-01-18","2023-04-05","BirthGroup","Prinses","Rusk",NA,NA,"Data missing on the birth - first recorded found as 1yo in logbook"
"Pik","Pik",NA,"M",NA,"2010-11-09","2006-11-09",NA,"adult","BD","2010-11-09","2012-09-21","MigrationGroup1",NA,NA,NA,"migrated","Unclear if immigration date is just first seen date"
"Pikito","Pik",NA,"M",NA,"2012-05-09","2009-11-01",NA,"adult","KB","2012-05-09","2014-01-28","BirthGroup",NA,NA,NA,NA,"Probably born in 2009"
"Pikkewyn","Pikk",NA,"F","2022-12-10","2022-12-10","2022-12-10",0.32,"baby","BD","2022-12-10","2023-04-05","BirthGroup","Pieperig",NA,"Yes",NA,NA
"Pink","Pink",NA,"F",NA,"2010-12-13","2010-12-13",NA,"adult","RC","2010-12-13","2011-11-25","BirthGroup",NA,NA,"No",NA,NA
"Pitcairn","Pit",NA,"M",NA,NA,NA,NA,NA,"CR",NA,"2015-03-01","MigrationGroup1",NA,NA,"No","migrated","Disappeared, probably migrated, no data found in logbook to check dates"
"Pixsel","Pix",NA,"M","2018-12-20","2018-12-20","2018-12-20",4.31,"sub-adult","BD","2018-12-20","Stillpresent","BirthGroup","Pieperig",NA,NA,NA,NA
"Pizza","Piz",NA,"M",NA,"2014-12-30","2013-11-01",NA,"adult","CR","2014-12-30","2017-04-11","BirthGroup",NA,NA,NA,"migrated","Born 2013, Disappeared, probably migrated"
"Plainjane","Pla","PlainJane","M",NA,NA,NA,NA,NA,"BD","2023-03-01","Stillpresent","MigrationGroup1",NA,NA,NA,NA,NA
"Plainjane","Pla","PlainJane","M",NA,NA,NA,NA,NA,"CR","2021-06-14","2023-02-28","BirthGroup",NA,NA,NA,NA,NA
