"LH_RowNumber","LH_AnimalID","LH_AnimalCode","OtherID","Sex","EarMark","DOB","FirstDate","DateAdult","CurrentGroup","BirthGroup","LH_MotherID","LH_FatherID","EmigrationNatalDate","ImmigrationGroup1","ImmigrationDate1","LastDate1","ImmigrationGroup2","ImmigrationDate2","LastDate2","ImmigrationGroup3","ImmigrationDate3","LastDate3","ImmigrationGroup4","ImmigrationDate4","LastDate4","ReliableData","Comments","AnimalID_Std"
441,"Kauai","Kau",NA,"M",NA,NA,2015-11-28,NA,NA,NA,NA,NA,NA,"CR",2015-11-28,2017-01-04,"BD",2017-05-15,2018-03-02,NA,NA,NA,NA,NA,NA,NA,"Mispelling Kuaui in logbook < 2017","Kauai"
442,"Yell","Yel",NA,"M",NA,NA,2015-11-28,NA,NA,NA,NA,NA,NA,"CR",2015-11-28,2017-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disappeared, migrated from CR to unk group?","Yell"
443,"Ratel","Rat",NA,"M",NA,2015-11-30,2015-11-30,NA,"LT","BD","Rissiepit",NA,2021-04-29,"LT",2021-05-21,2021-12-18,"LT",2022-03-17,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen in BD on 29/04/2021,  went issing from the 18/12/2021 and came back on the 17/03/2022 with a short tail and scars","Ratel"
444,"Baby Pearl 2015","BPear15",NA,NA,NA,2015-12-03,2015-12-03,NA,NA,"KB","Pearl",NA,NA,"KBSplit",NA,2015-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mother left group with KB split, After the split the is no records of the baby","Babypearl2015"
445,"Kate","Kate",NA,"F",NA,2015-12-09,2015-12-09,NA,NA,"LT","Kaya",NA,2018-02-21,NA,NA,2018-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Kate"
446,"Dion","Dio",NA,"M",NA,2015-12-12,2015-12-12,NA,NA,"LT","Digby",NA,2021-03-23,NA,NA,2021-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Dion"
447,"Baby Oahu 2015","BOah15",NA,NA,NA,NA,2015-12-17,NA,NA,"CR","Oahu",NA,NA,NA,NA,2016-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2015, presumed dead unclear if body found ","Babyoahu2015"
448,"Puolka","Puol",NA,"F",NA,2015-12-28,2015-12-28,NA,"BD","BD","Prinses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Change of name from Polka to Puolka March 2018","Puolka"
449,"Alcatraz","Alc",NA,"M",NA,NA,2016-01-14,NA,NA,"CR","Antarctica",NA,2018-07-20,NA,NA,2018-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014, seen on last day CR followed 2018/07/20. Mistakenly identified in BD from immigration date in 2019 until Nov 2020 - it was actually Umbrella - changed in database on 10/11/2020","Alcatraz"
450,"Jane","Jane",NA,"F",NA,2016-01-15,2016-01-15,NA,NA,"LT","Jenny",NA,2018-02-21,"LTsplit",2018-02-21,2018-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LTSplit not followed","Jane"
451,"Ndawonya","Ndaw",NA,"F",NA,2016-02-08,2016-02-08,NA,"AK","AK","Ndonsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Ndawonya"
452,"Manhattan","Manh",NA,"F",NA,NA,2016-02-11,NA,NA,"CR","Martinique",NA,NA,NA,NA,2017-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014, Dead","Manhattan"
453,"Schnauzli","Schn",NA,"F",NA,NA,2016-02-11,NA,NA,"CR",NA,NA,NA,NA,NA,2018-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fate unknown","Schnauzli"
454,"Bermuda","Ber",NA,"M",NA,NA,2016-02-29,NA,NA,"CR","Barbados",NA,2017-02-12,"SplitCR",2017-02-12,2017-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014","Bermuda"
455,"Java","Java",NA,"F",NA,NA,2016-03-28,NA,NA,"CR","Jamaica",NA,NA,NA,NA,2018-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2012, had first baby 27/11/2015, seen on last day CR followed 2018/07/20","Java"
456,"Umbrella","Umb",NA,"M",NA,NA,2016-10-19,NA,"BD","CR","Umnak",NA,NA,"BD",2019-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014, seen on last day CR followed 2018/07/20. Was mistakenly called Alc when seen in BD but mistake realised in Nov 2020 - changed in database 10/11/2020.","Umbrella"
457,"Robin","Rob",NA,"M",NA,2016-10-20,2016-10-20,NA,NA,"LT","Rose-Mary",NA,2021-04-17,NA,NA,2021-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Robin"
458,"Reindeer","Rein",NA,"F",NA,NA,2016-11-01,NA,NA,"CR","Raspberry",NA,2017-02-12,"SplitCR",2017-02-12,2017-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014","Reindeer"
459,"Renee","Rene",NA,"F",NA,2016-11-01,2016-11-01,NA,NA,"LT","Roxanne",NA,2018-08-14,"LTsplit",NA,2019-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did she join LT split? ","Renee"
460,"Baby Amur 2016","BAmu16",NA,NA,NA,2016-11-03,2016-11-03,NA,NA,"KB","Amur",NA,NA,NA,NA,2016-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"deceased, body not found","Babyamur2016"
461,"Louise","Loui",NA,"F",NA,2016-11-09,2016-11-09,NA,"LT","LT","Lizz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Louise"
462,"Yukon","Yuko",NA,"F",NA,2016-11-09,2016-11-09,NA,"KB","KB","Yenissei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Yukon"
463,"Gabillou","Gabi",NA,"F",NA,2016-11-14,2016-11-14,NA,NA,"NH","Gaya",NA,NA,NA,NA,2018-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Gabillou"
464,"Nahoon","Nah",NA,"M",NA,2016-11-14,2016-11-14,NA,NA,"KB","Nessie",NA,2019-05-30,NA,NA,2019-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably dead","Nahoon"
465,"Xiashan","Xia",NA,"M",NA,2016-11-14,2016-11-14,NA,"BD","NH","Xian",NA,2021-11-27,"BD",2022-02-14,2022-06-13,"BD",2022-08-09,NA,NA,NA,NA,NA,NA,NA,NA,"He was last seen in BD on the 13/06/2022.on the 30/06/2022 he was darted and collared when they were baiting Crossing. He was also seen with an unhabituated troop after.","Xiashan"
466,"Aaragon","Aara",NA,"F",NA,2016-11-16,2016-11-16,NA,"KB","KB","Aare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Aaragon"
467,"Gunya","Guny",NA,"F","2",2016-11-16,2016-11-16,NA,NA,"AK","Gugu",NA,NA,NA,NA,2019-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead","Gunya"
468,"Mhaori","Mhao",NA,"F",NA,2016-11-17,2016-11-17,NA,NA,"KB","Mara",NA,NA,NA,NA,2019-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Mhaori"
469,"Ngenakubo","Nge",NA,"M",NA,2016-11-18,2016-11-18,NA,"BD","AK","Nkosikasi",NA,2021-11-12,"BD",2022-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Ngenakubo"
470,"Guatemala","Guat",NA,"F",NA,2016-11-22,2016-11-22,NA,"NH","NH","Geneva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Guatemala"
471,"Rabat","Raba",NA,"F",NA,2016-11-23,2016-11-23,NA,"NH","NH","Roma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rabat"
472,"Yamuna","Yamu",NA,"F",NA,2016-11-23,2016-11-23,NA,"KB","KB","Yalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Yamuna"
473,"Hondjie","Hond",NA,"F",NA,NA,2016-11-29,NA,"BD","BD","Heerlik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOB approx, born before 01/12/2016","Hondjie"
474,"Baby Siele 2016","BSie16",NA,NA,NA,2016-11-30,2016-11-30,NA,NA,"BD","Siele",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died start 2017, body not found","Babysiele2016"
475,"Hibiscus","Hibi",NA,"F",NA,NA,2016-11-30,NA,NA,"BD","Hippie",NA,NA,NA,NA,2020-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOB approx, born before 30/11/2016","Hibiscus"
476,"Dillon","Dil",NA,"M",NA,2016-12-05,2016-12-05,NA,NA,"LT","Digby",NA,2021-12-11,NA,NA,2021-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO","","Dillon"
477,"Luan","Lua",NA,"M",NA,2016-12-19,2016-12-19,NA,NA,"LT","India",NA,2017-01-16,NA,NA,2017-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mother (India) died, left behind by group, taken to the sanctuary (16/01/17) and named Luan.","Luan"
478,"Whidbey","Whid",NA,"F",NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No data found but described in description file 2016","Whidbey"
479,"Dewey","Dewe",NA,"F",NA,2017-01-04,2017-01-04,NA,"LT","LT","Delilah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Dewey"
480,"Tyler","Tyl","Garry","M",NA,NA,2017-05-22,NA,NA,NA,NA,NA,NA,"LT",2017-05-22,2018-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"first named garry then changed for tyler 12/08/17 - was the data changed or still as Gar in some forms?","Tyler"
481,"New male (look like Rio)",NA,NA,"M",NA,NA,2017-06-22,NA,NA,NA,NA,NA,NA,"LT",2017-06-22,2017-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","first apparition 22/06/2017, sure since 7/07/2017 - dif male to that recorded 24th May onwards?","Newmale"
482,"Dokos","Dok","Denmark","M",NA,NA,2017-08-22,NA,NA,"CR","Duclina",NA,2018-07-20,"BD",2019-05-30,2022-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014, seen on last day CR followed 2018/07/20. In BD for three years but found dead in the purgatory on 15/08/2022 by Loic.","Dokos"
483,"Feniks","Fen",NA,"M",NA,NA,2017-09-01,NA,NA,NA,NA,NA,NA,"BD",2017-09-01,2020-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Feniks"
484,"Kommunis","Kom",NA,"M",NA,NA,2017-09-04,NA,"BD",NA,NA,NA,NA,"AK",2019-10-09,2019-10-09,"BD",2019-11-12,2022-12-14,"BD",2022-01-20,NA,NA,NA,NA,NA,"Named Bingo until 2018, but isnt the original Bing - NEED MORE DETAIL. Dissapeared fro Baie dankie fro the 14/12/2021 and appeared agin on the 01/18/2022","Kommunis"
485,"Baby Numbies 2017","BNum17",NA,NA,NA,2017-09-25,2017-09-25,NA,NA,"BD","Numbies",NA,NA,NA,NA,2017-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"presumed dead, no body found","Babynumbies2017"
486,"Sari","Sari",NA,"F",NA,2017-09-30,2017-09-30,NA,"BD","BD","Snortjie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sari"
487,"Baby Little Blind 2017","BLBl17",NA,NA,NA,2017-10-03,2017-10-03,NA,NA,"BD","Little Blind",NA,NA,NA,NA,2017-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disappeared on the 06/10/2017","Babylittleblind2017"
488,"Baby Digby 2017","BDig17",NA,NA,NA,NA,2017-10-05,NA,NA,"LT","Digby",NA,NA,NA,NA,2017-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably dead, noted missing on 2017/10/09","Babydigby2017"
489,"Cameron","Cam",NA,"M",NA,NA,2017-10-05,NA,NA,"CR","Chiloe",NA,NA,NA,NA,2022-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2016","Cameron"
490,"Aarhus","Aar",NA,"M",NA,2017-10-09,2017-10-09,NA,"KB","KB","Aare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Aarhus"
491,"Amgoun","Amg",NA,"M",NA,2017-10-09,2017-10-09,NA,NA,"KB","Amur",NA,2019-02-27,NA,NA,2019-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"found his body the 27th of February","Amgoun"
492,"Baby Gese 2017","BGes17",NA,NA,NA,2017-10-09,2017-10-09,NA,NA,"BD","Gesels",NA,NA,NA,NA,2017-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead, no body found","Babygese2017"
493,"Goduka","Godu",NA,"F",NA,2017-10-09,2017-10-09,NA,"AK","AK","Geleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Goduka"
494,"Rocky","Roc",NA,"M",NA,NA,2017-10-09,NA,NA,"LT","Rose-Mary",NA,2018-02-21,"LTsplit",2018-02-21,2018-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rocky"
495,"Uranium City","Ura",NA,"M",NA,NA,2017-10-09,NA,NA,"NH","Uppsala",NA,2019-02-12,NA,NA,2019-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead, we did not seen him since the 12/02/2019","Uraniumcity"
496,"Baby Oahu 2017","BOah17",NA,NA,NA,2017-10-10,2017-10-10,NA,NA,"CR","Oahu",NA,NA,NA,NA,2017-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Was born dead and the mother was carring the body","Babyoahu2017"
497,"Goose","Goos",NA,"F",NA,NA,2017-10-10,NA,NA,"CR","Galapagos",NA,NA,NA,NA,2018-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20","Goose"
498,"Lavander","Lava",NA,"F",NA,2017-10-11,2017-10-11,NA,NA,"LT","Laurel",NA,NA,NA,NA,2019-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead","Lavander"
499,"Baby Pannekoekie 2017","BPan17",NA,"M",NA,2017-10-12,2017-10-12,NA,NA,"BD","Pannekoekie",NA,2017-12-21,NA,NA,2017-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died on 21/12/2017, seen with injuries on leg and died shortly afterwards","Babypannekoekie2017"
500,"Baby Lionel 2017","BLio17",NA,NA,NA,NA,2017-10-13,NA,NA,"CR","Lionel",NA,NA,NA,NA,2017-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead","Babylionel2017"
501,"Mokcha","Mokc",NA,"F",NA,2017-10-13,2017-10-13,NA,NA,"KB","Mara",NA,NA,NA,NA,2021-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Mokcha"
502,"Baby Roxanne 2017","BRox17",NA,"M",NA,2017-10-16,2017-10-16,NA,NA,"LT","Roxanne",NA,2018-02-19,NA,NA,2018-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not clear if baby joined split with mother or disappeared few days before","Babyroxanne2017"
503,"Ischia","Isc",NA,"M",NA,NA,2017-10-16,NA,NA,"CR","Iceland",NA,2018-07-18,NA,NA,2018-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen few days before CR last followed","Ischia"
504,"Ndiki","Ndik",NA,"F",NA,2017-10-16,2017-10-16,NA,NA,"AK","Ndonsa",NA,NA,NA,NA,2021-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Ndiki"
505,"Nuuskierig","Nuu",NA,"M",NA,2017-10-16,2017-10-16,NA,"BD","BD","Nurks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Nuuskierig"
506,"Timber","Timb",NA,"F",NA,2017-10-16,2017-10-16,NA,"CR","CR","Tortuga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Timber"
507,"Aantreklik","Aan",NA,"M",NA,2017-10-17,2017-10-17,NA,"BD","BD","Aapie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","may be mistaken about the fact that his mom is Aapi. Due to observation he maybe Asis son - to check with genetics!","Aantreklik"
508,"Jelly","Jell",NA,"F",NA,2017-10-19,2017-10-19,NA,NA,"LT","Jenny",NA,2018-02-21,"LTsplit",NA,2018-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Jelly"
509,"Pomelo","Pom",NA,"M",NA,2017-10-19,2017-10-19,NA,"BD","BD","Potjie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Pomelo"
510,"Xinji","Xin",NA,"M",NA,NA,2017-10-20,NA,"BD","NH","Xian",NA,2022-07-15,"BD",2022-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Xinji"
511,"Rustig","Rust",NA,"F",NA,2017-10-21,2017-10-21,NA,NA,"BD","Rissiepit",NA,NA,NA,NA,2018-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noted several months after in logbook, likely an error","Rustig"
512,"Sirkus","Sirk",NA,"F",NA,2017-10-21,2017-10-21,NA,"BD","BD","Siele",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sirkus"
513,"Pyeongchang","Pye",NA,"M",NA,2017-10-23,2017-10-23,NA,NA,"NH","Pretoria",NA,2020-02-24,NA,NA,2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most likely killed by dogs","Pyeongchang"
514,"Obsessie","Obse",NA,"F",NA,2017-10-24,2017-10-24,NA,"BD","BD","Oulik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Obsessie"
515,"Margarita","Mar",NA,"M",NA,NA,2017-10-25,NA,NA,"CR","Mackenzie",NA,2017-11-17,NA,NA,2017-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Margarita"
516,"Jersey","Jers",NA,"F",NA,NA,2017-10-26,NA,NA,"CR","Java",NA,NA,NA,NA,2018-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20","Jersey"
517,"Moya","Moya",NA,"F",NA,2017-10-26,2017-10-26,NA,NA,"AK","Mamoobi",NA,NA,NA,NA,2019-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead. Body not found","Moya"
518,"Heelal","Hee",NA,"M",NA,2017-10-30,2017-10-30,NA,"BD","BD","Heerlik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Heelal"
519,"Baby Gugu 2017","BGug17",NA,"M",NA,2017-10-31,2017-10-31,NA,NA,"AK","Gugu",NA,2018-01-11,NA,NA,2018-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead but no body","Babygugu2017"
520,"Nakhu","Nak",NA,"M",NA,2017-10-31,2017-10-31,NA,"BD","AK","Nkosikasi",NA,2022-05-05,"BD",2022-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Nakhu"
521,"Daartagnan","Daa",NA,"M",NA,2017-11-02,2017-11-02,NA,NA,"LT","Daisy",NA,NA,NA,NA,2022-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Daartagnan"
522,"Nantucket","Nan",NA,"M",NA,NA,2017-11-02,NA,NA,"CR","Nihau",NA,2018-07-18,NA,NA,2018-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen few days before CR last followed","Nantucket"
523,"Baby Ruby 2017","BRub17",NA,NA,NA,2017-11-03,2017-11-03,NA,NA,"LT","Ruby",NA,NA,NA,NA,2017-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead, unclear if body found","Babyruby2017"
524,"Rioja","Rioj",NA,"F",NA,2017-11-03,2017-11-03,NA,"NH","NH","Roma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rioja"
525,"Baby Kaya 2017","BKay17",NA,"M",NA,2017-11-04,2017-11-04,NA,NA,"LT","Kaya",NA,2018-02-21,"LTsplit",2018-02-21,2018-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LTSplit not followed","Babykaya2017"
526,"Nihau","Niha",NA,"F",NA,NA,2017-11-06,NA,"CR","CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2012, first recorded seems late - was she called something else first? Last seen few days before CR last followed","Nihau"
527,"Yara","Yara",NA,"F",NA,NA,2017-11-11,NA,"KB","KB","Yalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Yara"
528,"Gangtok","Gan",NA,"M",NA,2017-11-13,2017-11-13,NA,NA,"NH","Gaya",NA,2021-12-24,NA,NA,2021-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Gangtok"
529,"Revdanda","Rev",NA,"M",NA,2017-11-16,2017-11-16,NA,NA,"NH","Rennes",NA,2019-01-28,NA,NA,2019-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Body found eaten by poachers' dogs","Revdanda"
530,"Xaltepec","Xal",NA,"M",NA,2017-11-18,2017-11-18,NA,NA,"NH","Xalapa",NA,2020-03-12,NA,NA,2020-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Never identified again after Rebekka snd Varun left","Xaltepec"
531,"Yzeron","Yze",NA,"M",NA,NA,2017-11-20,NA,NA,"KB","Yenissei",NA,2018-09-18,NA,NA,2018-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably dead","Yzeron"
532,"Dexter","Dext",NA,"F",NA,2017-11-30,2017-11-30,NA,NA,"LT","Delilah",NA,NA,NA,NA,2022-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Dexter"
533,"Corfu",NA,NA,NA,NA,NA,2017-12-23,NA,NA,"CR","Chiloe",NA,NA,NA,NA,2018-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Confusion between observers as to whether Corfu exists or not, never reconciled","Corfu"
534,"Baby Mielies 2017","BMie17",NA,NA,NA,2017-12-27,2017-12-27,NA,NA,"BD","Mielies",NA,NA,NA,NA,2018-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Babymielies2017"
535,"Doreen","Dore",NA,"F",NA,2017-12-29,2017-12-29,NA,"LT","LT","Diana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Doreen"
536,"Baby Mackenzie 2017","BMac17","Baby Schnauzli 2017",NA,NA,NA,2018-02-14,NA,NA,"CR","Mackenzie",NA,NA,NA,NA,2018-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fate unclear","Babymackenzie2017"
537,"Puntag","Pun",NA,"M",NA,NA,2018-03-02,NA,NA,NA,NA,NA,NA,"BD",2018-03-02,2018-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recorded one time months after departure in BD, may be a mistake","Puntag"
538,"Bali","Bali",NA,"F",NA,NA,2018-04-09,NA,"CR","CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20","Bali"
539,"Easter","East","Smashy;Mous","F",NA,NA,2018-04-09,NA,NA,"CR",NA,NA,NA,NA,NA,2022-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20","Easter"
540,"Fiji","Fiji",NA,"F",NA,NA,2018-04-12,NA,NA,"CR",NA,NA,NA,NA,NA,2018-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20","Fiji"
541,"Kodiak","Kodi","Schnauzli","F",NA,NA,2018-04-12,NA,"CR","CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen few days before CR last followed 2018/07/20","Kodiak"
542,"Kookoolegit","Koo",NA,"M",NA,NA,2018-04-12,NA,NA,"CR","Kodiak",NA,2018-07-18,NA,NA,2018-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen few days before CR last followed","Kookoolegit"
543,"Blup blup","Blu",NA,"M",NA,NA,2018-04-18,NA,NA,"CR","Bali",NA,NA,NA,NA,2018-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20","Blupblup"
544,"Cusco","Cus",NA,"M",NA,NA,2018-05-21,NA,NA,NA,NA,NA,NA,"NH",2018-05-21,2018-12-17,"NH",2019-05-21,2020-11-30,NA,NA,NA,NA,NA,NA,NA,"Could be Ijinja from Ifamily, but unsure without genetics","Cusco"
545,"Oscar","Osc","Dumbledore","M",NA,NA,2018-06-07,NA,NA,NA,NA,NA,NA,"LT",2018-06-07,2019-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previously named Dumbledore","Oscar"
546,"Benedict","Ben",NA,"M",NA,NA,2018-06-08,NA,NA,NA,NA,NA,NA,"LT",2018-06-08,2020-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Migrated in the group that owns the owners dam ","Benedict"
547,"Laila","Lail",NA,"F",NA,2018-06-11,2018-06-11,NA,"LT","LT","Laurel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Laila"
548,"Athabasca","Ath",NA,"M",NA,NA,2018-10-26,NA,"KB","KB","Aare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably born earlier than first seen date","Athabasca"
549,"Goed","Goe",NA,"M",NA,2018-10-26,2018-10-26,NA,"BD","BD","Gesels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Goed"
550,"Hiasint","Hia",NA,"M",NA,2018-10-26,2018-10-26,NA,NA,"BD","Hippie",NA,2021-04-08,NA,NA,2021-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen in BD is 08/04/2021 according to logbook but more likely 03/04/2021. ","Hiasint"
551,"Lewe","Lewe",NA,"F",NA,2018-10-26,2018-10-26,NA,"BD","BD","Little Blind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewe"
552,"Mimiek","Mimi",NA,"F",NA,2018-10-26,2018-10-26,NA,NA,"BD","Mielies",NA,NA,NA,NA,2020-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disappeared and no body but assumed to have died. Lots of predator response and hypervigilance in recent days. And group split a few days around disappearance.","Mimiek"
