"LH_RowNumber","AnimalCode","AnimalName","OtherID","Sex","DOB","FirstDate","DOB_estimate","Age_yr","Age_class","Group_mb","StartDate_mb","EndDate_mb","Tenure_type","Mother","Father","ReliableData","Fate_probable","Comments"
101,"Ham","Hamlet","SMA","M",NA,"2011-05-14","2009-05-07",NA,"adult","CR","2015-08-18","2015-10-24","MigrationGroup3",NA,NA,NA,NA,"Probably born in 2007, left AK between 14th March and 20th April 2014, seen once more in CR in Jan 2016"
101,"Ham","Hamlet","SMA","M",NA,"2011-05-14","2009-05-07",NA,"adult","BD","2014-05-28","2015-05-26","MigrationGroup2",NA,NA,NA,NA,"Probably born in 2007, left AK between 14th March and 20th April 2014, seen once more in CR in Jan 2016"
101,"Ham","Hamlet","SMA","M",NA,"2011-05-14","2009-05-07",NA,"adult","AK","2013-05-24","2014-05-14","MigrationGroup1",NA,NA,NA,NA,"Probably born in 2007, left AK between 14th March and 20th April 2014, seen once more in CR in Jan 2016"
101,"Ham","Hamlet","SMA","M",NA,"2011-05-14","2009-05-07",NA,"adult","LT","2011-05-14","2013-05-07","BirthGroup",NA,NA,NA,NA,"Probably born in 2007, left AK between 14th March and 20th April 2014, seen once more in CR in Jan 2016"
102,"Suzy","Suzy",NA,"F",NA,"2011-06-01","2011-06-01",NA,"adult","LT","2011-06-01","2015-03-10","BirthGroup",NA,NA,NA,NA,"Seen in splinter group in september 2015"
102,"Suzy","Suzy",NA,"F",NA,"2011-06-01","2011-06-01",NA,"adult","FirstLTsplinter","2015-03-10","2015-09-01","GroupSplit",NA,NA,NA,NA,"Seen in splinter group in september 2015"
103,"Rus","Rusk",NA,"M",NA,"2011-06-04","2007-06-04",NA,"adult","BD","2011-06-06","2013-12-16","MigrationGroup1",NA,NA,NA,NA,"Recorded one more time in BD 11/03/2014, unclear if mistake or not"
104,"Elt","Elton","SMB","M",NA,"2011-06-09","2008-02-04",NA,"adult","AK","2012-01-28","2016-01-18","MigrationGroup1",NA,NA,NA,NA,"Probably born in 2006, recorded 12/6/12 in LT, unclear if error or not, seen once more in AK on 27/02/16, after first sighting in AK not sighted again until 08/5/12"
104,"Elt","Elton","SMB","M",NA,"2011-06-09","2008-02-04",NA,"adult","LT","2011-06-09","2012-02-04","BirthGroup",NA,NA,NA,NA,"Probably born in 2006, recorded 12/6/12 in LT, unclear if error or not, seen once more in AK on 27/02/16, after first sighting in AK not sighted again until 08/5/12"
105,"Har","Harry",NA,"M",NA,"2011-06-09","2007-06-09",NA,"adult","LT","2011-06-09","2012-08-28","MigrationGroup1",NA,NA,NA,NA,"First noted in LT logbook 11/06/09"
106,"Tun","Tunis",NA,"M",NA,"2011-06-25","2007-11-26",NA,"adult","NH","2011-06-25","2011-11-26","BirthGroup","Troia",NA,NA,"dead","Presumed dead"
107,"New","Newton",NA,"M",NA,"2011-07-09","2007-07-09",NA,"adult","LT","2011-07-09","2014-01-25","MigrationGroup1",NA,NA,NA,NA,"Only seen twice since Nov 2013"
108,"Jac","Jackie","Little Jackie;JD","M",NA,"2011-08-03","2010-06-20",NA,"adult","LT","2011-08-03","2014-06-20","BirthGroup",NA,NA,NA,NA,"Probably born in 2009;fate unknown"
109,"Mer","Merlin","Little Merlin;JF","M",NA,"2011-08-03","2011-08-03",NA,"adult","LT","2011-08-03","2014-12-11","BirthGroup",NA,NA,"No",NA,"Probably born in 2009, fate unknown…. Mixed with Mercury?"
110,"Mou","Mousse","JG","M",NA,"2011-08-03","2010-06-03",NA,"adult","LT","2011-08-03","2014-06-03","BirthGroup",NA,NA,NA,NA,"Probably born in 2009, fate unknown. Maybe seen once more on 20.06.14 but maybe error?"
111,"The","Theodore",NA,"M",NA,"2011-08-09","2007-08-09",NA,"adult","AK","2012-04-17","2013-01-18","MigrationGroup2",NA,NA,NA,NA,"Seen 3 times in LT in June 2012, noted first time in LT logbook on 2011/08/09, seen once in AK in March 2012"
111,"The","Theodore",NA,"M",NA,"2011-08-09","2007-08-09",NA,"adult","LT","2011-08-09","2012-02-09","MigrationGroup1",NA,NA,NA,NA,"Seen 3 times in LT in June 2012, noted first time in LT logbook on 2011/08/09, seen once in AK in March 2012"
112,"Hwa","Hwahwaza",NA,"M","2011-09-16","2011-09-16","2011-09-16",12.17,"adult","BD","2016-06-08","2017-12-11","MigrationGroup1","Hamba","Sanbonani",NA,NA,"seen once more in BD in Jan 2018"
112,"Hwa","Hwahwaza",NA,"M","2011-09-16","2011-09-16","2011-09-16",12.17,"adult","AK","2011-09-16","2016-06-04","BirthGroup","Hamba","Sanbonani",NA,NA,"seen once more in BD in Jan 2018"
113,"Amyw","Amy Winehouse",NA,"F",NA,"2011-09-29","2011-09-29",NA,"adult","RC","2011-09-29","2011-11-25","BirthGroup",NA,NA,"No",NA,NA
114,"Bru","Bruce Springsteen",NA,"M",NA,"2011-09-29","2007-09-29",NA,"adult","RC","2011-09-29","2011-09-29","MigrationGroup1",NA,NA,"No",NA,"Only one record of him"
115,NA,"SF1",NA,"F",NA,"2011-09-29","2011-09-29",NA,"adult","RC","2011-09-29","2011-10-26","BirthGroup",NA,NA,"No",NA,NA
116,"Spo","Spotted",NA,"M",NA,"2011-09-29","2007-11-25",NA,"adult","RC","2011-09-29","2011-11-25","BirthGroup",NA,NA,"No",NA,"Probably born in 2008"
117,"Vas","Vasco Rossi",NA,"M",NA,"2011-09-29","2007-09-29",NA,"adult","RC","2011-09-29","2011-11-25","MigrationGroup1",NA,NA,"No",NA,NA
118,"Vin","Vincent","Darkface","M",NA,"2011-10-01","2011-10-01",NA,"adult","BD","2017-02-13","2018-11-19","MigrationGroup1","Victoria","Voldemort",NA,NA,"Born in Oct 2011"
118,"Vin","Vincent","Darkface","M",NA,"2011-10-01","2011-10-01",NA,"adult","LT","2011-10-01","2016-12-22","BirthGroup","Victoria","Voldemort",NA,NA,"Born in Oct 2011"
119,"Giy","Giya",NA,"M","2011-10-07","2011-10-07","2011-10-07",12.11,"adult","AK","2011-10-07","2013-09-18","BirthGroup","Gagasa","Sanbonani",NA,"dead","Probably dead"
120,"Spo","Spook",NA,"M",NA,"2011-10-18","2011-10-18",NA,"adult","CR","2016-06-23","2018-04-07","MigrationGroup1","Snortjie","Pik",NA,NA,"DOB unconfirmed"
120,"Spo","Spook",NA,"M",NA,"2011-10-18","2011-10-18",NA,"adult","BD","2011-10-18","2016-06-16","BirthGroup","Snortjie","Pik",NA,NA,"DOB unconfirmed"
121,"Cind","Cindy Lauper",NA,"F",NA,"2011-10-26","2011-10-26",NA,"adult","RC","2011-10-26","2011-11-11","BirthGroup",NA,NA,"No",NA,NA
122,"Nok","Noktober",NA,"M","2011-10-26","2011-10-26","2011-10-26",12.06,"adult","CR","2016-06-15","2017-01-04","MigrationGroup1","Numbies","Pik",NA,"migrated","Disappeared from CR, probably migrated, "
122,"Nok","Noktober",NA,"M","2011-10-26","2011-10-26","2011-10-26",12.06,"adult","BD","2011-10-26","2016-06-11","BirthGroup","Numbies","Pik",NA,"migrated","Disappeared from CR, probably migrated, "
123,"Lom","Lome",NA,"M","2011-10-27","2011-10-27","2011-10-27",12.05,"adult","5males","2016-07-14","2016-07-14","MigrationGroup1","Lausanne",NA,NA,NA,"seen 14/07/2016 in gp of 5 sub males"
123,"Lom","Lome",NA,"M","2011-10-27","2011-10-27","2011-10-27",12.05,"adult","NH","2011-10-27","2016-05-31","BirthGroup","Lausanne",NA,NA,NA,"seen 14/07/2016 in gp of 5 sub males"
124,NA,"Upside down",NA,"M",NA,"2011-10-28","2007-10-31",NA,"adult","RC","2011-10-28","2011-10-31","BirthGroup",NA,NA,"No",NA,NA
125,"Modj","Modjadji",NA,"F","2011-10-31","2011-10-31","2011-10-31",12.04,"adult","AK","2011-10-31","2012-11-26","BirthGroup","Mamoobi",NA,NA,"dead","Probably dead, in logbook 2 months later but probably an error"
126,"Bam","Bamako",NA,"M","2011-11-01","2011-11-01","2011-11-01",12.04,"adult","NH","2011-11-01","2013-02-21","BirthGroup","Bogota",NA,NA,NA,NA
127,"Evan","Evanescence",NA,"F",NA,"2011-11-01","2011-11-01",NA,"adult","RC","2011-11-01","2011-11-25","BirthGroup",NA,NA,"No",NA,NA
128,"Ogi","Ogies",NA,"M","2011-11-02","2011-11-02","2011-11-02",12.04,"adult","CR","2016-06-10","2018-07-20","MigrationGroup1","Oulik","Lekker",NA,NA,"Recorded a few more times in BD months after official dept date, but maybe errors, seen on last day CR followed 2018/07/20"
128,"Ogi","Ogies",NA,"M","2011-11-02","2011-11-02","2011-11-02",12.04,"adult","BD","2011-11-02","2016-06-03","BirthGroup","Oulik","Lekker",NA,NA,"Recorded a few more times in BD months after official dept date, but maybe errors, seen on last day CR followed 2018/07/20"
129,"Art","Arthur",NA,"M",NA,"2011-11-03","2007-11-03",NA,"adult","BD","2012-07-25","2014-05-20","MigrationGroup3",NA,NA,NA,"migrated","Immigrated from LT to AK between 14/02/2012-20/04, seen in LT on 22/05/12 & 02/07/12, was only officially recorded in AK twice…"
129,"Art","Arthur",NA,"M",NA,"2011-11-03","2007-11-03",NA,"adult","AK","2012-04-19","2012-04-30","MigrationGroup2",NA,NA,NA,"migrated","Immigrated from LT to AK between 14/02/2012-20/04, seen in LT on 22/05/12 & 02/07/12, was only officially recorded in AK twice…"
129,"Art","Arthur",NA,"M",NA,"2011-11-03","2007-11-03",NA,"adult","LT","2011-11-03","2012-02-14","MigrationGroup1",NA,NA,NA,"migrated","Immigrated from LT to AK between 14/02/2012-20/04, seen in LT on 22/05/12 & 02/07/12, was only officially recorded in AK twice…"
130,"Nil","Nil",NA,"M",NA,"2011-11-05","2007-11-05",NA,"adult","KB","2011-11-05","2014-11-17","MigrationGroup1",NA,NA,NA,NA,NA
131,"Akk","Akkedis",NA,"M","2011-11-07","2011-11-07","2011-11-07",12.02,"adult","CR","2016-06-10","2018-07-20","MigrationGroup1","Asis","Lekker",NA,NA,"seen on last day CR followed 2018/07/20"
131,"Akk","Akkedis",NA,"M","2011-11-07","2011-11-07","2011-11-07",12.02,"adult","BD","2011-11-07","2016-05-28","BirthGroup","Asis","Lekker",NA,NA,"seen on last day CR followed 2018/07/20"
132,"Idwa","Idwala",NA,"F","2011-11-10","2011-11-10","2011-11-10",12.02,"adult","AK","2011-11-10","2016-02-29","BirthGroup","Isilonda","Sanbonani",NA,NA,"Last seen with Ifamily"
132,"Idwa","Idwala",NA,"F","2011-11-10","2011-11-10","2011-11-10",12.02,"adult","IFamily","2016-02-29","2016-06-29","GroupSplit","Isilonda","Sanbonani",NA,NA,"Last seen with Ifamily"
133,"Poe","Poeding",NA,"M","2011-11-11","2011-11-11","2011-11-11",12.01,"adult","CR","2016-06-15","2018-07-20","MigrationGroup1","Prinses","Lekker",NA,NA,"Recordmany times in BD after dept date, unclear if errors (almost all by same observer), seen on last day CR followed 2018/07/20"
133,"Poe","Poeding",NA,"M","2011-11-11","2011-11-11","2011-11-11",12.01,"adult","BD","2011-11-11","2016-06-11","BirthGroup","Prinses","Lekker",NA,NA,"Recordmany times in BD after dept date, unclear if errors (almost all by same observer), seen on last day CR followed 2018/07/20"
134,"Gaya","Gaya",NA,"F","2011-11-14","2011-11-14","2011-11-14",12.01,"adult","NH","2011-11-14","2023-11-16","BirthGroup","Geneva",NA,NA,NA,NA
135,"Vak","Vakie",NA,"M","2011-11-17","2011-11-17","2011-11-17",12,"adult","BD","2011-11-17","2017-03-11","BirthGroup","Vroutjie",NA,NA,NA,NA
136,"Jun","Juneau",NA,"M","2011-11-20","2011-11-20","2011-11-20",11.99,"adult","Ifamily","2016-04-14","2016-10-25","MigrationGroup1","Jakarta",NA,NA,NA,"Last seen in Ifamily, no data on exactly when he left, but before April 2017"
136,"Jun","Juneau",NA,"M","2011-11-20","2011-11-20","2011-11-20",11.99,"adult","NH","2011-11-20","2016-04-12","BirthGroup","Jakarta",NA,NA,NA,"Last seen in Ifamily, no data on exactly when he left, but before April 2017"
137,"Byr","Byron","SMC;Mini-Elton","M",NA,"2011-11-21","2009-10-22",NA,"adult","LT","2011-11-21","2013-10-22","BirthGroup",NA,NA,NA,NA,"Probably born in 2007"
138,"Cha","Charles","Little Charles;JB","M",NA,"2011-11-21","2009-12-09",NA,"adult","LT","2011-11-21","2013-12-09","BirthGroup",NA,NA,NA,NA,"Probably born in 2008"
139,"Reva","Reva",NA,"F","2011-11-21","2011-11-21","2011-11-21",11.99,"adult","NH","2011-11-21","2021-02-23","BirthGroup","Roma","Milano",NA,NA,"Disappeared with Rennes, Roslin and Lima"
140,"Ubu","Ububhibhi",NA,"M","2011-11-21","2011-11-21","2011-11-21",11.99,"adult","CR","2020-06-16","2023-11-16","MigrationGroup2","Ulaka",NA,NA,"migrated","He was recorded in Cr on the 16/06/2020 (not sure about the exact immigration date into cr because cr was not followed regularly"
140,"Ubu","Ububhibhi",NA,"M","2011-11-21","2011-11-21","2011-11-21",11.99,"adult","BD","2016-05-28","2020-06-06","MigrationGroup1","Ulaka",NA,NA,"migrated","He was recorded in Cr on the 16/06/2020 (not sure about the exact immigration date into cr because cr was not followed regularly"
140,"Ubu","Ububhibhi",NA,"M","2011-11-21","2011-11-21","2011-11-21",11.99,"adult","AK","2011-11-21","2016-05-24","BirthGroup","Ulaka",NA,NA,"migrated","He was recorded in Cr on the 16/06/2020 (not sure about the exact immigration date into cr because cr was not followed regularly"
141,"BHak11","Baby Hak 2011",NA,"M","2011-11-22","2011-11-22","2011-11-22",11.98,"adult","BD","2011-11-22","2011-12-05","BirthGroup","Hakie",NA,NA,"dead","Presumed dead"
142,"Ngu","Ngubu",NA,"M","2011-11-26","2011-11-26","2011-11-26",11.97,"adult","AK","2011-11-26","2013-07-06","BirthGroup","Nkosikasi",NA,NA,"dead","Probably dead"
143,"Xer","Xeres",NA,"M","2011-11-29","2011-11-29","2011-11-29",11.96,"adult","NH","2011-11-29","2016-04-07","BirthGroup","XaiXai",NA,NA,NA,NA
144,"Ulu","Ulundi",NA,"M","2011-12-01","2011-12-01","2011-12-01",11.96,"adult","5males","2016-07-14","2016-07-14","MigrationGroup1","Uppsala",NA,NA,NA,"seen 14/07/2016 in gp of 5 sub males"
144,"Ulu","Ulundi",NA,"M","2011-12-01","2011-12-01","2011-12-01",11.96,"adult","NH","2011-12-01","2016-05-14","BirthGroup","Uppsala",NA,NA,NA,"seen 14/07/2016 in gp of 5 sub males"
145,"Zio","Zion",NA,"M","2011-12-02","2011-12-02","2011-12-02",11.96,"adult","NH","2011-12-02","2016-02-24","BirthGroup","Zara",NA,NA,NA,NA
146,"Tal","Talinn",NA,"M","2011-12-04","2011-12-04","2011-12-04",11.95,"adult","NH","2011-12-04","2016-04-21","BirthGroup","Troia","Milano",NA,NA,"Split group"
146,"Tal","Talinn",NA,"M","2011-12-04","2011-12-04","2011-12-04",11.95,"adult","Iceland","2016-04-21","2016-04-21","GroupSplit","Troia","Milano",NA,NA,"Split group"
147,"Roo","Rooikat",NA,"M","2011-12-05","2011-12-05","2011-12-05",11.95,"adult","CR","2017-05-10","2018-07-20","MigrationGroup1","Rissiepit",NA,NA,NA,"Recorded once more in BD after dept date, unclear if error, seen on last day CR followed 2018/07/20"
147,"Roo","Rooikat",NA,"M","2011-12-05","2011-12-05","2011-12-05",11.95,"adult","BD","2011-12-05","2017-04-27","BirthGroup","Rissiepit",NA,NA,NA,"Recorded once more in BD after dept date, unclear if error, seen on last day CR followed 2018/07/20"
148,"Koni","Koninging",NA,"F",NA,"2011-12-09","2011-12-09",NA,"adult","BD","2011-12-09","2013-01-07","BirthGroup","Kaiki",NA,NA,NA,"Formed new group Inbetweeners"
148,"Koni","Koninging",NA,"F",NA,"2011-12-09","2011-12-09",NA,"adult","InBetweeners","2013-01-07","2014-08-30","GroupSplit","Kaiki",NA,NA,NA,"Formed new group Inbetweeners"
149,"Watn","Watnou",NA,"F",NA,"2011-12-09","2011-12-09",NA,"adult","BD","2011-12-09","2013-01-24","BirthGroup","Wietnie",NA,NA,"dead","Born 2011, Presumed dead"
150,"Bras","Brasilia",NA,"F",NA,"2011-12-16","2011-12-16",NA,"adult","NH","2011-12-16","2016-04-13","BirthGroup","Bogota",NA,NA,NA,"UNK birth date + Split group"
150,"Bras","Brasilia",NA,"F",NA,"2011-12-16","2011-12-16",NA,"adult","Iceland","2016-04-13","2016-07-12","GroupSplit","Bogota",NA,NA,NA,"UNK birth date + Split group"
151,"Emma","Emma",NA,"F",NA,"2011-12-16","2011-12-16",NA,"adult","LT","2011-12-16","2013-07-04","BirthGroup",NA,NA,NA,NA,NA
152,"Lhas","Lhassa",NA,"F",NA,"2011-12-16","2011-12-16",NA,"adult","NH","2011-12-16","2016-04-04","BirthGroup","Lausanne",NA,NA,NA,"Split group"
152,"Lhas","Lhassa",NA,"F",NA,"2011-12-16","2011-12-16",NA,"adult","Iceland","2016-04-04","2016-06-25","GroupSplit","Lausanne",NA,NA,NA,"Split group"
153,"Neu","Neuchatel","M10","M",NA,"2011-12-16","2010-05-08",NA,"adult","BD","2014-06-09","2020-12-14","MigrationGroup1",NA,NA,NA,NA,NA
153,"Neu","Neuchatel","M10","M",NA,"2011-12-16","2010-05-08",NA,"adult","NH","2011-12-16","2014-05-08","BirthGroup",NA,NA,NA,NA,NA
154,"Pret","Pretoria",NA,"F",NA,"2011-12-16","2011-12-16",NA,"adult","NH","2011-12-16","2023-11-16","BirthGroup","Paris",NA,NA,NA,NA
155,"Rio","Rio",NA,"M",NA,"2011-12-16","2011-12-16",NA,"adult","NH","2011-12-16","2015-11-30","BirthGroup","Roma",NA,NA,NA,NA
156,"Tor","Toronto",NA,"M",NA,"2011-12-16","2010-06-11",NA,"adult","BD","2014-06-16","2016-02-13","MigrationGroup1","Troia",NA,NA,NA,NA
156,"Tor","Toronto",NA,"M",NA,"2011-12-16","2010-06-11",NA,"adult","NH","2011-12-16","2014-06-11","BirthGroup","Troia",NA,NA,NA,NA
157,"Vict","Victoria",NA,"F",NA,"2011-12-16","2011-12-16",NA,"adult","LT","2011-12-16","2015-04-09","BirthGroup",NA,NA,NA,NA,"Last seen in splinter group in november 2015"
157,"Vict","Victoria",NA,"F",NA,"2011-12-16","2011-12-16",NA,"adult","FirstLTsplinter","2015-04-09","2015-11-01","GroupSplit",NA,NA,NA,NA,"Last seen in splinter group in november 2015"
158,"Zee","Zeerust",NA,"M",NA,"2011-12-16","2011-12-16",NA,"adult","NH","2011-12-16","2015-02-24","BirthGroup","Zara",NA,NA,NA,NA
159,"Zur","Zurich",NA,"M",NA,"2011-12-16","2010-05-26",NA,"adult","BD","2014-06-03","2016-02-15","MigrationGroup1","Zara","Milano",NA,NA,NA
159,"Zur","Zurich",NA,"M",NA,"2011-12-16","2010-05-26",NA,"adult","NH","2011-12-16","2014-05-26","BirthGroup","Zara","Milano",NA,NA,NA
160,"Pue","Puerto",NA,"M","2011-12-27","2011-12-27","2011-12-27",11.89,"adult","5males","2016-07-14","2016-07-14","MigrationGroup1","Paris",NA,NA,NA,"seen 14/07/2016 in gp of 5 sub males"
160,"Pue","Puerto",NA,"M","2011-12-27","2011-12-27","2011-12-27",11.89,"adult","NH","2011-12-27","2016-06-21","BirthGroup","Paris",NA,NA,NA,"seen 14/07/2016 in gp of 5 sub males"
161,"BMoo11","Baby Moo 2011",NA,NA,"2012-01-23","2012-01-23","2012-01-23",11.81,"adult",NA,NA,NA,NA,"Mooi",NA,NA,"dead","Presumed dead"
162,"Bon","Bongani",NA,"M",NA,"2012-01-28","2008-01-28",NA,"adult","AK","2012-01-28","2013-04-25","MigrationGroup1",NA,NA,NA,NA,NA
163,"Ghan","Ghangaan",NA,"F",NA,"2012-01-28","2012-01-28",NA,"adult","AK","2012-01-28","2015-11-06","BirthGroup","Gagasa","Sanbonani",NA,"dead","Born in 2009;last seen crossing fence with newborn, presumed dead"
164,"Gov","Govu",NA,"M",NA,"2012-01-28","2009-12-19",NA,"adult","CR","2017-03-01","2017-03-23","MigrationGroup3","Gagasa","Sanbonani",NA,NA,"Probably born in 2008, seen once in CR in Dec 2016, recorded once more in IN in Sept 14"
164,"Gov","Govu",NA,"M",NA,"2012-01-28","2009-12-19",NA,"adult","NH","2014-06-20","2017-02-27","MigrationGroup2","Gagasa","Sanbonani",NA,NA,"Probably born in 2008, seen once in CR in Dec 2016, recorded once more in IN in Sept 14"
164,"Gov","Govu",NA,"M",NA,"2012-01-28","2009-12-19",NA,"adult","Intaka","2014-01-31","2014-06-13","MigrationGroup1","Gagasa","Sanbonani",NA,NA,"Probably born in 2008, seen once in CR in Dec 2016, recorded once more in IN in Sept 14"
164,"Gov","Govu",NA,"M",NA,"2012-01-28","2009-12-19",NA,"adult","AK","2012-01-28","2013-12-19","BirthGroup","Gagasa","Sanbonani",NA,NA,"Probably born in 2008, seen once in CR in Dec 2016, recorded once more in IN in Sept 14"
165,"Hlek","Hleka",NA,"F",NA,"2012-01-28","2012-01-28",NA,"adult","AK","2012-01-28","2015-11-16","BirthGroup","Hamba",NA,NA,"dead","Born in 2009; probably dead body not found"
166,"Inhl","Inhlanhla",NA,"F",NA,"2012-01-28","2012-01-28",NA,"adult","AK","2012-01-28","2016-02-29","BirthGroup","Isilonda","Sanbonani",NA,NA,"Born in 2009, last seen in Ifamily 29/06/2016 . Occassionally seen during encounter. On the 07/2022 I-F was followed again."
166,"Inhl","Inhlanhla",NA,"F",NA,"2012-01-28","2012-01-28",NA,"adult","IFamily","2016-02-29","2023-11-16","GroupSplit","Isilonda","Sanbonani",NA,NA,"Born in 2009, last seen in Ifamily 29/06/2016 . Occassionally seen during encounter. On the 07/2022 I-F was followed again."
167,"Izu","Izulu",NA,"M",NA,"2012-01-28","2009-03-23",NA,"adult","AK","2012-01-28","2013-03-23","BirthGroup","Isilonda",NA,NA,NA,"Probably born in 2008"
168,"Mna","Mnandi",NA,"M",NA,"2012-01-28","2011-01-14",NA,"adult","LT","2015-01-19","2018-06-07","MigrationGroup1","Mamoobi","Sanbonani",NA,"migrated","Born in 2009, seen once in LT on 05/01/15 before official migration date"
168,"Mna","Mnandi",NA,"M",NA,"2012-01-28","2011-01-14",NA,"adult","AK","2012-01-28","2015-01-14","BirthGroup","Mamoobi","Sanbonani",NA,"migrated","Born in 2009, seen once in LT on 05/01/15 before official migration date"
169,"Vol","Voldemort",NA,"M",NA,"2012-02-03","2008-02-03",NA,"adult","AK","2014-06-09","2015-12-30","MigrationGroup2",NA,NA,NA,"migrated","Unclear if 1st seen is same as immigrated"
169,"Vol","Voldemort",NA,"M",NA,"2012-02-03","2008-02-03",NA,"adult","LT","2012-02-03","2014-06-03","MigrationGroup1",NA,NA,NA,"migrated","Unclear if 1st seen is same as immigrated"
170,"Ahe","Ahekinkinga",NA,"M",NA,"2010-12-18","2006-12-18",NA,"adult","AK","2010-12-18","2012-02-24","MigrationGroup1",NA,NA,NA,NA,NA
171,"Auc","Auckland",NA,"M",NA,"2012-02-27","2008-02-27",NA,"adult","NH","2012-02-27","2014-09-25","MigrationGroup1",NA,NA,NA,NA,"2012/04/04 is first time officially recorded in NH in logbook (as ""soft n fluffy"")"
172,"Amaz","Amazon",NA,"F",NA,"2012-03-13","2012-03-13",NA,"adult","KB","2012-03-13","2015-05-25","BirthGroup",NA,NA,NA,NA,NA
173,"Tang","Tanganika",NA,"F",NA,"2012-03-13","2012-03-13",NA,"adult","KB","2012-03-13","2015-10-22","BirthGroup",NA,NA,NA,"dead","Body not found, presumed dead"
174,"Cur","Curaco","Spot","M",NA,"2012-04-14","2008-04-14",NA,"adult","KB","2012-04-14","2012-04-14","BirthGroup",NA,NA,"No",NA,"Probably born 2010; also unclearif mistaken for another juvenile - would NOT recommend using his data\"
175,"Sty","Styx","Little Evil","M",NA,"2012-04-14","2010-05-12",NA,"adult","NH","2014-05-24","2016-03-29","MigrationGroup1",NA,NA,NA,NA,"Probably born 2009; left NH with split to form Iceland"
175,"Sty","Styx","Little Evil","M",NA,"2012-04-14","2010-05-12",NA,"adult","KB","2012-04-14","2014-05-12","BirthGroup",NA,NA,NA,NA,"Probably born 2009; left NH with split to form Iceland"
176,"Nala","Nala",NA,"F",NA,"2012-04-18","2012-04-18",NA,"adult","LT","2012-04-18","2015-07-04","BirthGroup",NA,NA,NA,"dead","Probably born 2008, fate unknown, presumed dead"
