"NPACID","BatchID","BatchPosition","MSType","Name","Type","Std..Conc","Pred.RT","RT","Height","Area","IS.Height","IS.Area","Response","Primary.Flags","Conc_NonProcessed","Conc_Processed","X.Dev","X.Rec","Hormone","ProcessType","SN","NA_Replace","Peak_Editing","QuantificationCategory"
33,1,53,"Analyte","221012_Steroids_RBshary_PVuilloud_33","",NA,7.62,NA,NA,NA,2106698,106360,NA,"MM-",0.01519,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
34,1,54,"Analyte","221012_Steroids_RBshary_PVuilloud_34","",NA,7.62,NA,NA,NA,2205973,113830,NA,"",0,0,NA,NA,"P4","Low",NA,0,"None","ND"
35,1,55,"Analyte","221012_Steroids_RBshary_PVuilloud_35","",NA,7.62,7.64,27242,1223,2562816,126768,0.00965,"db",0.04877,0.04987,NA,NA,"P4","Low",3.43744120413923,NA,"None","D"
36,1,56,"Analyte","221012_Steroids_RBshary_PVuilloud_36","",NA,7.62,NA,NA,NA,2256305,115427,NA,"MM-",0.01865,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
37,1,57,"Analyte","221012_Steroids_RBshary_PVuilloud_37","",NA,7.62,NA,NA,NA,2251576,115869,NA,"",0,0,NA,NA,"P4","Low",NA,0,"None","ND"
38,1,58,"Analyte","221012_Steroids_RBshary_PVuilloud_38","",NA,7.62,NA,NA,NA,2358103,121213,NA,"MM-",0.00766,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
40,1,59,"Analyte","221012_Steroids_RBshary_PVuilloud_40","",NA,7.62,7.64,127064,5960,2410082,122566,0.04863,"bb",0.2282,0.22855,NA,NA,"P4","Low",20.2533577533578,NA,"None","Q"
41,1,60,"Analyte","221012_Steroids_RBshary_PVuilloud_41","",NA,7.62,NA,NA,NA,2038408,102642,NA,"MM-",0.00773,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
42,1,61,"Analyte","221012_Steroids_RBshary_PVuilloud_42","",NA,7.62,NA,NA,NA,2663542,136817,NA,"MM-",0.0188,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
46,1,63,"Analyte","221012_Steroids_RBshary_PVuilloud_46","",NA,7.62,NA,NA,NA,2369907,119685,NA,"MM-",0.00884,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
47,1,64,"Analyte","221012_Steroids_RBshary_PVuilloud_47","",NA,7.62,7.59,12409,780,2583271,128017,0.00609,"bb",0.03239,0.03356,NA,NA,"P4","Low",3.14251537935748,NA,"None","D"
48,1,65,"Analyte","221012_Steroids_RBshary_PVuilloud_48","",NA,7.62,7.65,113405,5664,2647918,130839,0.04329,"bb",0.20362,0.20407,NA,NA,"P4","Low",10.5474764756202,NA,"None","Q"
4,1,66,"Analyte","221012_Steroids_RBshary_PVuilloud_4","",NA,7.62,NA,NA,NA,1548247,80280,NA,"MM-",0.01388,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
5,1,67,"Analyte","221012_Steroids_RBshary_PVuilloud_5","",NA,7.62,NA,NA,NA,2350900,116360,NA,"MM-",0.0163,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
8,1,68,"Analyte","221012_Steroids_RBshary_PVuilloud_8","",NA,7.62,NA,NA,NA,2598298,133276,NA,"MM-",0.02,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
9,1,69,"Analyte","221012_Steroids_RBshary_PVuilloud_9","",NA,7.62,7.59,9183,718,2699937,135335,0.0053,"bb",0.02877,0.02996,NA,NA,"P4","Low",2.98238255033557,NA,"None","ND"
10,1,70,"Analyte","221012_Steroids_RBshary_PVuilloud_10","",NA,7.62,NA,NA,NA,2130200,107413,NA,"MM-",0.01057,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
11,1,71,"Analyte","221012_Steroids_RBshary_PVuilloud_11","",NA,7.62,7.64,80236,3620,2247680,113645,0.03185,"db",0.15096,0.15164,NA,NA,"P4","Low",5.8171394085697,NA,"None","D"
12,1,72,"Analyte","221012_Steroids_RBshary_PVuilloud_12","",NA,7.62,NA,NA,NA,1939235,100430,NA,"MM-",0.01279,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
13,1,73,"Analyte","221012_Steroids_RBshary_PVuilloud_13","",NA,7.62,NA,NA,NA,2324943,116383,NA,"MM-",0.01094,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
14,1,74,"Analyte","221012_Steroids_RBshary_PVuilloud_14","",NA,7.62,NA,NA,NA,2438449,121449,NA,"MM-",0.00878,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
16,1,75,"Analyte","221012_Steroids_RBshary_PVuilloud_16","",NA,7.62,7.65,433226,20510,2329219,116104,0.17665,"bb",0.81784,0.81573,NA,NA,"P4","Low",NA,NA,"None","Q"
17,1,76,"Analyte","221012_Steroids_RBshary_PVuilloud_17","",NA,7.62,NA,NA,NA,2597263,130298,NA,"MM-",0.00932,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
18,1,77,"Analyte","221012_Steroids_RBshary_PVuilloud_18","",NA,7.62,7.6,12794,974,2728469,133273,0.00731,"bb",0.038,0.03915,NA,NA,"P4","Low",2.99124660428615,NA,"None","ND"
22,1,78,"Analyte","221012_Steroids_RBshary_PVuilloud_22","",NA,7.62,NA,NA,NA,2423148,121216,NA,"",0,0,NA,NA,"P4","Low",NA,0,"None","ND"
23,1,80,"Analyte","221012_Steroids_RBshary_PVuilloud_23","",NA,7.62,7.59,10812,847,2564671,125601,0.00674,"bb",0.0354,0.03656,NA,NA,"P4","Low",3.32949087415946,NA,"None","D"
24,1,81,"Analyte","221012_Steroids_RBshary_PVuilloud_24","",NA,7.62,7.65,324562,15708,2280208,115010,0.13658,"bb",0.63323,0.63188,NA,NA,"P4","Low",NA,NA,"None","Q"
76,1,82,"Analyte","221012_Steroids_RBshary_PVuilloud_76","",NA,7.62,7.64,14191,915,1550422,79486,0.01151,"bb",0.05734,0.05841,NA,NA,"P4","Low",2.36444885799404,NA,"None","ND"
77,1,83,"Analyte","221012_Steroids_RBshary_PVuilloud_77","",NA,7.62,7.64,29845,1743,2174201,110829,0.01573,"bb",0.07674,0.07773,NA,NA,"P4","Low",3.95617529880478,NA,"None","D"
80,1,84,"Analyte","221012_Steroids_RBshary_PVuilloud_80","",NA,7.62,NA,NA,NA,1857473,94971,NA,"MM-",0.02971,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
81,1,85,"Analyte","221012_Steroids_RBshary_PVuilloud_81","",NA,7.62,NA,NA,NA,1239032,63532,NA,"MM-",0.04225,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
82,1,86,"Analyte","221012_Steroids_RBshary_PVuilloud_82","",NA,7.62,NA,NA,NA,2323863,117745,NA,"",0,0,NA,NA,"P4","Low",NA,0,"None","ND"
83,1,87,"Analyte","221012_Steroids_RBshary_PVuilloud_83","",NA,7.62,7.64,36988,2135,1788416,90105,0.02369,"bb",0.11342,0.11425,NA,NA,"P4","Low",4.77895621127796,NA,"None","D"
84,1,88,"Analyte","221012_Steroids_RBshary_PVuilloud_84","",NA,7.62,7.64,18112,1232,2050757,104872,0.01175,"bb",0.05844,0.0595,NA,NA,"P4","Low",2.92344849312192,NA,"None","ND"
85,1,89,"Analyte","221012_Steroids_RBshary_PVuilloud_85","",NA,7.62,7.63,10568,886,2254153,112780,0.00786,"bb",0.04053,0.04167,NA,NA,"P4","Low",2.16782420585221,NA,"None","ND"
86,1,90,"Analyte","221012_Steroids_RBshary_PVuilloud_86","",NA,7.62,NA,NA,NA,2280077,116086,NA,"",0,0,NA,NA,"P4","Low",NA,0,"None","ND"
88,1,91,"Analyte","221012_Steroids_RBshary_PVuilloud_88","",NA,7.62,7.64,119989,5837,2271746,117091,0.04985,"bb",0.23384,0.23416,NA,NA,"P4","Low",1.34777627330486,NA,"None","ND"
89,1,92,"Analyte","221012_Steroids_RBshary_PVuilloud_89","",NA,7.62,NA,NA,NA,1560866,80284,NA,"MM-",0.02836,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
90,1,93,"Analyte","221012_Steroids_RBshary_PVuilloud_90","",NA,7.62,NA,NA,NA,2300726,116762,NA,"MM-",0.01492,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
94,1,94,"Analyte","221012_Steroids_RBshary_PVuilloud_94","",NA,7.62,7.64,21139,1098,2346035,120357,0.00913,"bb",0.04636,0.04748,NA,NA,"P4","Low",2.73665791776028,NA,"None","ND"
95,1,95,"Analyte","221012_Steroids_RBshary_PVuilloud_95","",NA,7.62,7.64,10132,956,2081375,106061,0.00901,"bb",0.04584,0.04696,NA,NA,"P4","Low",2.14485328365161,NA,"None","ND"
96,1,97,"Analyte","221012_Steroids_RBshary_PVuilloud_96","",NA,7.62,7.65,142019,7064,1860153,92799,0.07612,"bb",0.35479,0.35461,NA,NA,"P4","Low",NA,NA,"None","Q"
52,1,98,"Analyte","221012_Steroids_RBshary_PVuilloud_52","",NA,7.62,7.64,10835,684,1122826,57742,0.01185,"bb",0.05889,0.05995,NA,NA,"P4","Low",1.98253676470588,NA,"None","ND"
53,1,99,"Analyte","221012_Steroids_RBshary_PVuilloud_53","",NA,7.62,7.65,14632,814,1811228,90632,0.00898,"bb",0.04571,0.04682,NA,NA,"P4","Low",2.60977118119975,NA,"None","ND"
56,1,100,"Analyte","221012_Steroids_RBshary_PVuilloud_56","",NA,7.62,7.65,9883,747,2055709,103383,0.00722,"bb",0.0376,0.03875,NA,NA,"P4","Low",2.10929690103299,NA,"None","ND"
57,1,101,"Analyte","221012_Steroids_RBshary_PVuilloud_57","",NA,7.62,NA,NA,NA,1635108,83379,NA,"MM-",0.03797,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
58,1,102,"Analyte","221012_Steroids_RBshary_PVuilloud_58","",NA,7.62,7.64,14796,833,1644664,83885,0.00993,"bb",0.05007,0.05117,NA,NA,"P4","Low",1.93772369362921,NA,"None","ND"
59,1,103,"Analyte","221012_Steroids_RBshary_PVuilloud_59","",NA,7.62,7.65,68545,3391,1261096,63095,0.05375,"bb",0.25179,0.25204,NA,NA,"P4","Low",6.55797101449275,NA,"None","D"
60,1,104,"Analyte","221012_Steroids_RBshary_PVuilloud_60","",NA,7.62,7.66,29371,1599,1494483,74137,0.02157,"db",0.10363,0.1045,NA,NA,"P4","Low",3.41044776119403,NA,"None","D"
61,1,105,"Analyte","221012_Steroids_RBshary_PVuilloud_61","",NA,7.62,NA,NA,NA,1618302,80165,NA,"MM-",0.03456,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
62,1,106,"Analyte","221012_Steroids_RBshary_PVuilloud_62","",NA,7.62,NA,NA,NA,1865815,93757,NA,"MM-",0.03437,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
64,1,107,"Analyte","221012_Steroids_RBshary_PVuilloud_64","",NA,7.62,7.65,219380,10457,936056,47126,0.22191,"bb",1.0264,1.02343,NA,NA,"P4","Low",NA,NA,"None","Q"
65,1,108,"Analyte","221012_Steroids_RBshary_PVuilloud_65","",NA,7.62,NA,NA,NA,2098299,103980,NA,"",0,0,NA,NA,"P4","Low",NA,0,"None","ND"
66,1,109,"Analyte","221012_Steroids_RBshary_PVuilloud_66","",NA,7.62,NA,NA,NA,2049645,101772,NA,"MM-",0.04345,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
70,1,110,"Analyte","221012_Steroids_RBshary_PVuilloud_70","",NA,7.62,NA,NA,NA,2033101,101518,NA,"MM-",0.04472,0,NA,NA,"P4","Low",NA,0,"Removed","ND"
71,1,111,"Analyte","221012_Steroids_RBshary_PVuilloud_71","",NA,7.62,NA,NA,NA,1799454,89658,NA,"",0,0,NA,NA,"P4","Low",NA,0,"None","ND"
72,1,112,"Analyte","221012_Steroids_RBshary_PVuilloud_72","",NA,7.62,7.66,236317,11074,1027914,51299,0.21588,"db",0.99864,0.99578,NA,NA,"P4","Low",NA,NA,"None","Q"
25,1,12,"Analyte","221012_Steroids_RBshary_PVuilloud_25","",NA,5.49,5.5,234047,11656,1492032,74219,0.15705,"bb",0.27719,0.27719,NA,NA,"T","Low",14.9248346361996,NA,"None","Q"
26,1,13,"Analyte","221012_Steroids_RBshary_PVuilloud_26","",NA,5.49,5.46,1261548,62189,1506960,73463,0.84653,"bb",1.50438,1.50438,NA,NA,"T","Low",NA,NA,"None","Q"
27,1,14,"Analyte","221012_Steroids_RBshary_PVuilloud_27","",NA,5.49,5.5,7881795,397475,1279060,65491,6.06917,"bb",10.92477,10.92477,NA,NA,"T","Low",NA,NA,"None","Q"
1,1,15,"Analyte","221012_Steroids_RBshary_PVuilloud_1","",NA,5.49,5.49,676775,33577,1273683,63909,0.52539,"bb",0.93232,0.93232,NA,NA,"T","Low",40.8260105448155,NA,"None","Q"
2,1,16,"Analyte","221012_Steroids_RBshary_PVuilloud_2","",NA,5.49,5.5,3785645,188846,1237389,61175,3.08699,"db",5.51826,5.51826,NA,NA,"T","Low",NA,NA,"None","Q"
3,1,17,"Analyte","221012_Steroids_RBshary_PVuilloud_3","",NA,5.49,5.49,35977612,1715211,1124598,66947,25.62056,"bb",48.40857,48.40857,NA,NA,"T","Low",NA,NA,"None","Q"
73,1,18,"Analyte","221012_Steroids_RBshary_PVuilloud_73","",NA,5.49,5.5,57133,3054,1248225,62527,0.04884,"bb",0.08494,0.08494,NA,NA,"T","Low",4.24614505996573,NA,"None","D"
74,1,19,"Analyte","221012_Steroids_RBshary_PVuilloud_74","",NA,5.49,5.5,250773,12924,1203120,60533,0.21351,"bb",0.37755,0.37755,NA,NA,"T","Low",NA,NA,"None","Q"
75,1,20,"Analyte","221012_Steroids_RBshary_PVuilloud_75","",NA,5.49,5.5,160935,8010,1043408,52144,0.15361,"bb",0.27109,0.27109,NA,NA,"T","Low",9.11088400613184,NA,"None","Q"
49,1,21,"Analyte","221012_Steroids_RBshary_PVuilloud_49","",NA,5.49,5.49,101128,5263,1000316,50160,0.10492,"bb",0.18457,0.18457,NA,NA,"T","Low",5.2695652173913,NA,"None","D"
50,1,22,"Analyte","221012_Steroids_RBshary_PVuilloud_50","",NA,5.49,5.49,448143,22356,904760,44579,0.5015,"bb",0.8898,0.8898,NA,NA,"T","Low",NA,NA,"None","Q"
51,1,23,"Analyte","221012_Steroids_RBshary_PVuilloud_51","",NA,5.49,5.48,294239,14456,773012,38335,0.37709,"bb",0.66844,0.66844,NA,NA,"T","Low",10.8199464524766,NA,"None","Q"
30,1,24,"Analyte","221012_Steroids_RBshary_PVuilloud_30","",NA,5.49,5.5,1026946,52168,1367729,66143,0.78871,"bb",1.40132,1.40132,NA,NA,"T","Low",NA,NA,"None","Q"
31,1,25,"Analyte","221012_Steroids_RBshary_PVuilloud_31","",NA,5.49,5.49,561428,27659,1174299,58351,0.47402,"bb",0.84089,0.84089,NA,NA,"T","Low",NA,NA,"None","Q"
39,1,26,"Analyte","221012_Steroids_RBshary_PVuilloud_39","",NA,5.49,5.49,784384,39849,1367184,69703,0.57169,"bb",1.01475,1.01475,NA,NA,"T","Low",NA,NA,"None","Q"
43,1,27,"Analyte","221012_Steroids_RBshary_PVuilloud_43","",NA,5.49,5.5,757209,37874,1444194,73234,0.51716,"db",0.91768,0.91768,NA,NA,"T","Low",NA,NA,"None","Q"
44,1,29,"Analyte","221012_Steroids_RBshary_PVuilloud_44","",NA,5.49,5.51,211722,10175,1483626,75542,0.13469,"db",0.23746,0.23746,NA,NA,"T","Low",9.0278853601859,NA,"None","Q"
45,1,30,"Analyte","221012_Steroids_RBshary_PVuilloud_45","",NA,5.49,5.51,844821,42844,1328799,67745,0.63243,"db",1.12291,1.12291,NA,NA,"T","Low",24.3281075027996,NA,"None","Q"
6,1,31,"Analyte","221012_Steroids_RBshary_PVuilloud_6","",NA,5.49,5.5,3598343,171502,875826,48527,3.53418,"db",6.32429,6.32429,NA,NA,"T","Low",32.4473684210526,NA,"None","Q"
7,1,32,"Analyte","221012_Steroids_RBshary_PVuilloud_7","",NA,5.49,5.5,1496205,78631,934313,45827,1.71584,"db",3.05699,3.05699,NA,NA,"T","Low",NA,NA,"None","Q"
15,1,33,"Analyte","221012_Steroids_RBshary_PVuilloud_15","",NA,5.49,5.5,2603956,132288,1224567,61241,2.16013,"db",3.85285,3.85285,NA,NA,"T","Low",NA,NA,"None","Q"
19,1,34,"Analyte","221012_Steroids_RBshary_PVuilloud_19","",NA,5.49,5.5,2649930,126738,1015288,55834,2.26992,"db",4.04976,4.04976,NA,NA,"T","Low",NA,NA,"None","Q"
20,1,35,"Analyte","221012_Steroids_RBshary_PVuilloud_20","",NA,5.49,5.5,592992,29785,1240734,61891,0.48124,"db",0.85375,0.85375,NA,NA,"T","Low",14.8200389105058,NA,"None","Q"
21,1,36,"Analyte","221012_Steroids_RBshary_PVuilloud_21","",NA,5.49,5.51,2459164,126908,1039857,51566,2.46107,"db",4.39283,4.39283,NA,NA,"T","Low",NA,NA,"None","Q"
78,1,37,"Analyte","221012_Steroids_RBshary_PVuilloud_78","",NA,5.49,5.5,197539,10203,994228,49575,0.2058,"bb",0.36385,0.36385,NA,NA,"T","Low",10.070323488045,NA,"None","Q"
79,1,38,"Analyte","221012_Steroids_RBshary_PVuilloud_79","",NA,5.49,5.5,267302,14001,1030441,51607,0.2713,"bb",0.48028,0.48028,NA,NA,"T","Low",15.021186440678,NA,"None","Q"
87,1,39,"Analyte","221012_Steroids_RBshary_PVuilloud_87","",NA,5.49,5.5,199213,10060,1012810,50647,0.19862,"bb",0.35108,0.35108,NA,NA,"T","Low",NA,NA,"None","Q"
91,1,40,"Analyte","221012_Steroids_RBshary_PVuilloud_91","",NA,5.49,5.5,149314,7501,914145,45800,0.16377,"bb",0.28914,0.28914,NA,NA,"T","Low",NA,NA,"None","Q"
92,1,41,"Analyte","221012_Steroids_RBshary_PVuilloud_92","",NA,5.49,5.5,83097,4534,1056510,53249,0.08515,"bb",0.14944,0.14944,NA,NA,"T","Low",5.81555686505598,NA,"None","D"
93,1,42,"Analyte","221012_Steroids_RBshary_PVuilloud_93","",NA,5.49,5.51,283920,14468,1171869,59396,0.24359,"bb",0.43102,0.43102,NA,NA,"T","Low",NA,NA,"None","Q"
54,1,43,"Analyte","221012_Steroids_RBshary_PVuilloud_54","",NA,5.49,5.51,184579,10461,448266,22825,0.4583,"db",0.81292,0.81292,NA,NA,"T","Low",NA,NA,"None","Q"
55,1,44,"Analyte","221012_Steroids_RBshary_PVuilloud_55","",NA,5.49,5.51,354924,17700,644803,33783,0.52392,"bb",0.92972,0.92972,NA,NA,"T","Low",NA,NA,"None","Q"
63,1,46,"Analyte","221012_Steroids_RBshary_PVuilloud_63","",NA,5.49,5.51,382804,18950,682154,35458,0.53444,"bb",0.94844,0.94844,NA,NA,"T","Low",NA,NA,"None","Q"
67,1,47,"Analyte","221012_Steroids_RBshary_PVuilloud_67","",NA,5.49,5.51,204759,11186,684592,34665,0.32268,"db",0.57165,0.57165,NA,NA,"T","Low",5.89110098344927,NA,"None","D"
68,1,48,"Analyte","221012_Steroids_RBshary_PVuilloud_68","",NA,5.49,5.5,107899,5234,761804,38509,0.13591,"bb",0.23963,0.23963,NA,NA,"T","Low",6.64748953974895,NA,"None","D"
69,1,49,"Analyte","221012_Steroids_RBshary_PVuilloud_69","",NA,5.49,5.5,397310,19847,604785,30773,0.64496,"bb",1.14522,1.14522,NA,NA,"T","Low",NA,NA,"None","Q"
28,1,50,"Analyte","221012_Steroids_RBshary_PVuilloud_28","",NA,5.49,5.5,15073267,753838,1167336,59029,12.77058,"bb",23.35513,23.35513,NA,NA,"T","Low",NA,NA,"None","Q"
29,1,51,"Analyte","221012_Steroids_RBshary_PVuilloud_29","",NA,5.49,5.5,1584815,80416,414289,20320,3.95743,"bb",7.08868,7.08868,NA,NA,"T","Low",NA,NA,"None","Q"
32,1,52,"Analyte","221012_Steroids_RBshary_PVuilloud_32","",NA,5.49,5.5,102840,5072,1450270,73282,0.06921,"bb",0.12113,0.12113,NA,NA,"T","Low",12.6930564568462,NA,"None","Q"
33,1,53,"Analyte","221012_Steroids_RBshary_PVuilloud_33","",NA,5.49,5.5,2721418,138493,1305558,67277,2.05855,"bb",3.67074,3.67074,NA,NA,"T","Low",NA,NA,"None","Q"
34,1,54,"Analyte","221012_Steroids_RBshary_PVuilloud_34","",NA,5.49,5.5,4764343,241566,1158964,57516,4.19999,"db",7.52742,7.52742,NA,NA,"T","Low",NA,NA,"None","Q"
35,1,55,"Analyte","221012_Steroids_RBshary_PVuilloud_35","",NA,5.49,5.51,609432,28214,1206298,72078,0.39144,"db",0.69395,0.69395,NA,NA,"T","Low",19.4857834240774,NA,"None","Q"
36,1,56,"Analyte","221012_Steroids_RBshary_PVuilloud_36","",NA,5.49,5.51,4672259,240766,1246423,61974,3.88497,"bb",6.95772,6.95772,NA,NA,"T","Low",NA,NA,"None","Q"
37,1,57,"Analyte","221012_Steroids_RBshary_PVuilloud_37","",NA,5.49,5.51,15690117,797432,1324906,69674,11.44516,"bb",20.86452,20.86452,NA,NA,"T","Low",NA,NA,"None","Q"
38,1,58,"Analyte","221012_Steroids_RBshary_PVuilloud_38","",NA,5.49,5.5,7390998,368778,1382180,69908,5.27521,"bb",9.47812,9.47812,NA,NA,"T","Low",NA,NA,"None","Q"
40,1,59,"Analyte","221012_Steroids_RBshary_PVuilloud_40","",NA,5.49,5.5,94857,4964,1467767,75402,0.06583,"db",0.11512,0.11512,NA,NA,"T","Low",7.448786967769,NA,"None","D"
41,1,60,"Analyte","221012_Steroids_RBshary_PVuilloud_41","",NA,5.49,5.5,232596,11879,1186134,60191,0.19735,"bb",0.34883,0.34883,NA,NA,"T","Low",NA,NA,"None","Q"
42,1,61,"Analyte","221012_Steroids_RBshary_PVuilloud_42","",NA,5.49,5.51,402174,19722,1501173,76685,0.25719,"db",0.4552,0.4552,NA,NA,"T","Low",NA,NA,"None","Q"
46,1,63,"Analyte","221012_Steroids_RBshary_PVuilloud_46","",NA,5.49,5.51,56051,2507,1473623,74453,0.03367,"bb",0.05799,0.05799,NA,NA,"T","Low",5.93868739205527,NA,"None","D"
47,1,64,"Analyte","221012_Steroids_RBshary_PVuilloud_47","",NA,5.49,5.51,262913,12843,1255179,65763,0.19529,"bb",0.34517,0.34517,NA,NA,"T","Low",17.705329153605,NA,"None","Q"
48,1,65,"Analyte","221012_Steroids_RBshary_PVuilloud_48","",NA,5.49,5.51,878450,43567,1343722,66839,0.65182,"db",1.15743,1.15743,NA,NA,"T","Low",NA,NA,"None","Q"
4,1,66,"Analyte","221012_Steroids_RBshary_PVuilloud_4","",NA,5.49,5.5,36778208,1843038,785565,40527,45.47716,"bb",91.05988,91.05988,NA,NA,"T","Low",NA,NA,"None","Q"
5,1,67,"Analyte","221012_Steroids_RBshary_PVuilloud_5","",NA,5.49,5.51,17902328,920326,1002261,56113,16.40143,"bb",30.26325,30.26325,NA,NA,"T","Low",NA,NA,"None","Q"
8,1,68,"Analyte","221012_Steroids_RBshary_PVuilloud_8","",NA,5.49,5.5,328253,17178,1388308,72817,0.2359,"db",0.41736,0.41736,NA,NA,"T","Low",21.7501585288522,NA,"None","Q"
9,1,69,"Analyte","221012_Steroids_RBshary_PVuilloud_9","",NA,5.49,5.51,10100587,511448,1489794,74977,6.82136,"bb",12.30028,12.30028,NA,NA,"T","Low",NA,NA,"None","Q"
10,1,70,"Analyte","221012_Steroids_RBshary_PVuilloud_10","",NA,5.49,5.51,12472862,627467,869320,44355,14.14642,"bb",25.95793,25.95793,NA,NA,"T","Low",NA,NA,"None","Q"
11,1,71,"Analyte","221012_Steroids_RBshary_PVuilloud_11","",NA,5.49,5.52,2782102,126439,1673663,84035,1.5046,"db",2.67915,2.67915,NA,NA,"T","Low",NA,NA,"None","Q"
12,1,72,"Analyte","221012_Steroids_RBshary_PVuilloud_12","",NA,5.49,5.5,12992575,666231,911565,45850,14.53061,"bb",26.68795,26.68795,NA,NA,"T","Low",NA,NA,"None","Q"
13,1,73,"Analyte","221012_Steroids_RBshary_PVuilloud_13","",NA,5.49,5.51,46226784,2356331,1107283,56295,41.85684,"bb",82.8592,82.8592,NA,NA,"T","Low",NA,NA,"None","Q"
14,1,74,"Analyte","221012_Steroids_RBshary_PVuilloud_14","",NA,5.49,5.51,21564086,1094997,1225891,62047,17.64799,"bb",32.66472,32.66472,NA,NA,"T","Low",NA,NA,"None","Q"
16,1,75,"Analyte","221012_Steroids_RBshary_PVuilloud_16","",NA,5.49,5.51,321523,16196,1366139,67025,0.24164,"db",0.42755,0.42755,NA,NA,"T","Low",NA,NA,"None","Q"
17,1,76,"Analyte","221012_Steroids_RBshary_PVuilloud_17","",NA,5.49,5.51,916516,46805,1331973,66902,0.69961,"bb",1.24256,1.24256,NA,NA,"T","Low",NA,NA,"None","Q"
18,1,77,"Analyte","221012_Steroids_RBshary_PVuilloud_18","",NA,5.49,5.52,1279951,64178,1263686,63177,1.01585,"db",1.80632,1.80632,NA,NA,"T","Low",NA,NA,"None","Q"
22,1,78,"Analyte","221012_Steroids_RBshary_PVuilloud_22","",NA,5.49,5.52,174576,8595,1329814,68692,0.12512,"bb",0.22047,0.22047,NA,NA,"T","Low",11.7458359037631,NA,"None","Q"
23,1,80,"Analyte","221012_Steroids_RBshary_PVuilloud_23","",NA,5.49,5.5,512556,24820,751343,38923,0.63765,"bb",1.13221,1.13221,NA,NA,"T","Low",28.1464646464646,NA,"None","Q"
24,1,81,"Analyte","221012_Steroids_RBshary_PVuilloud_24","",NA,5.49,5.52,2389681,122380,1056087,52619,2.32577,"db",4.14996,4.14996,NA,NA,"T","Low",NA,NA,"None","Q"
76,1,82,"Analyte","221012_Steroids_RBshary_PVuilloud_76","",NA,5.49,5.51,337273,17186,774789,39886,0.43088,"bb",0.76412,0.76412,NA,NA,"T","Low",NA,NA,"None","Q"
77,1,83,"Analyte","221012_Steroids_RBshary_PVuilloud_77","",NA,5.49,5.5,304241,14700,1249998,61363,0.23956,"bb",0.42386,0.42386,NA,NA,"T","Low",NA,NA,"None","Q"
80,1,84,"Analyte","221012_Steroids_RBshary_PVuilloud_80","",NA,5.49,5.5,72473,3926,1164753,59928,0.06551,"db",0.11454,0.11454,NA,NA,"T","Low",6.33406916850625,NA,"None","D"
81,1,85,"Analyte","221012_Steroids_RBshary_PVuilloud_81","",NA,5.49,5.5,119846,6326,1041627,52830,0.11975,"bb",0.21091,0.21091,NA,NA,"T","Low",7.62507188039103,NA,"None","D"
82,1,86,"Analyte","221012_Steroids_RBshary_PVuilloud_82","",NA,5.49,5.51,410987,21567,1176100,58413,0.36921,"bb",0.65442,0.65442,NA,NA,"T","Low",NA,NA,"None","Q"
83,1,87,"Analyte","221012_Steroids_RBshary_PVuilloud_83","",NA,5.49,5.52,148007,7060,896505,46023,0.1534,"bb",0.27072,0.27072,NA,NA,"T","Low",10.5703175631886,NA,"None","Q"
84,1,88,"Analyte","221012_Steroids_RBshary_PVuilloud_84","",NA,5.49,5.51,280519,14080,1067847,54886,0.25653,"bb",0.45403,0.45403,NA,NA,"T","Low",NA,NA,"None","Q"
85,1,89,"Analyte","221012_Steroids_RBshary_PVuilloud_85","",NA,5.49,5.51,104576,5640,1191394,57219,0.09857,"bb",0.17328,0.17328,NA,NA,"T","Low",7.61694058154235,NA,"None","D"
86,1,90,"Analyte","221012_Steroids_RBshary_PVuilloud_86","",NA,5.49,5.5,132471,6646,1299922,66210,0.10037,"bb",0.17649,0.17649,NA,NA,"T","Low",9.09035033804548,NA,"None","Q"
88,1,91,"Analyte","221012_Steroids_RBshary_PVuilloud_88","",NA,5.49,5.51,41874,2008,1320218,66457,0.03022,"bb",0.05187,0.05187,NA,NA,"T","Low",3.96047156726768,NA,"None","D"
