"LH_RowNumber","LH_AnimalName","LH_AnimalCode","OtherID","Sex","EarMark","DOB","FirstDate","DateAdult","CurrentGroup","BirthGroup","LH_MotherID","LH_FatherID","EmigrationNatalDate","ImmigrationGroup1","ImmigrationDate1","LastDate1","ImmigrationGroup2","ImmigrationDate2","LastDate2","ImmigrationGroup3","ImmigrationDate3","LastDate3","ImmigrationGroup4","ImmigrationDate4","LastDate4","ReliableData","Comments","Fate_probable"
"445","Kate","Kate",NA,"F",NA,"2015-12-09","2015-12-09",NA,NA,"LT","Kaya",NA,"2018-02-21",NA,NA,"2018-03-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Dion","Dio",NA,"M",NA,"2015-12-12","2015-12-12",NA,NA,"LT","Digby",NA,"2021-03-23",NA,NA,"2021-03-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Baby Oahu 2015","BOah15",NA,NA,NA,NA,"2015-12-17",NA,NA,"CR","Oahu",NA,NA,NA,NA,"2016-01-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2015, presumed dead unclear if body found ","dead"
"448","Puolka","Puol",NA,"F",NA,"2015-12-28","2015-12-28",NA,"BD","BD","Prinses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Change of name from Polka to Puolka March 2018",NA
"449","Alcatraz","Alc",NA,"M",NA,NA,"2016-01-14",NA,NA,"CR","Antarctica",NA,"2018-07-20","Jacaranda",NA,"2018-07-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014, seen on last day CR followed 2018/07/20. Mistakenly identified in BD from immigration date in 2019 until Nov 2020 - it was actually Umbrella - changed in database on 10/11/2020","migrated"
"450","Jane","Jane",NA,"F",NA,"2016-01-15","2016-01-15",NA,NA,"LT","Jenny",NA,"2018-02-21","LTsplit","2018-02-21","2018-02-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LTSplit not followed",NA
"451","Ndawonya","Ndaw",NA,"F",NA,"2016-02-08","2016-02-08",NA,"AK","AK","Ndonsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Manhattan","Manh",NA,"F",NA,NA,"2016-02-11",NA,NA,"CR","Martinique",NA,NA,NA,NA,"2017-01-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014, Dead","dead"
"453","Schnauzli","Schn",NA,"F",NA,NA,"2016-02-11",NA,NA,"CR",NA,NA,NA,NA,NA,"2018-04-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fate unknown",NA
"454","Bermuda","Ber",NA,"M",NA,NA,"2016-02-29",NA,NA,"CR","Barbados",NA,"2017-02-12","SplitCR","2017-02-12","2017-04-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014",NA
"455","Java","Java",NA,"F",NA,NA,"2016-03-28",NA,NA,"CR","Jamaica",NA,NA,NA,NA,"2018-07-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2012, had first baby 27/11/2015, seen on last day CR followed 2018/07/20",NA
"456","Umbrella","Umb",NA,"M",NA,NA,"2016-10-19",NA,"BD","CR","Umnak",NA,NA,"BD","2019-05-27","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014, seen on last day CR followed 2018/07/20. Was mistakenly called Alc when seen in BD but mistake realised in Nov 2020 - changed in database 10/11/2020.",NA
"457","Robin","Rob",NA,"M",NA,"2016-10-20","2016-10-20",NA,NA,"LT","Rose-Mary",NA,"2021-04-17",NA,NA,"2021-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Reindeer","Rein",NA,"F",NA,NA,"2016-11-01",NA,NA,"CR","Raspberry",NA,"2017-02-12","SplitCR","2017-02-12","2017-04-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014",NA
"459","Renee","Rene",NA,"F",NA,"2016-11-01","2016-11-01",NA,NA,"LT","Roxanne",NA,"2018-08-14","LTsplit",NA,"2019-08-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did she join LT split? ",NA
"460","Baby Amur 2016","BAmu16",NA,NA,NA,"2016-11-03","2016-11-03",NA,NA,"KB","Amur",NA,NA,NA,NA,"2016-12-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"deceased, body not found","dead"
"461","Louise","Loui",NA,"F",NA,"2016-11-09","2016-11-09",NA,"LT","LT","Lizz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Yukon","Yuko",NA,"F",NA,"2016-11-09","2016-11-09",NA,"KB","KB","Yenissei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Gabillou","Gabi",NA,"F",NA,"2016-11-14","2016-11-14",NA,NA,"NH","Gaya",NA,NA,NA,NA,"2018-06-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Nahoon","Nah",NA,"M",NA,"2016-11-14","2016-11-14",NA,NA,"KB","Nessie",NA,"2019-05-30",NA,NA,"2019-05-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably dead","dead"
"465","Xiashan","Xia",NA,"M",NA,"2016-11-14","2016-11-14",NA,"BD","NH","Xian",NA,"2021-11-27","BD","2022-02-14","2022-06-14","BD","2022-08-09","2023-11-16",NA,NA,NA,NA,NA,NA,NA,"He was last seen in BD on the 13/06/2022.on the 30/06/2022 he was darted and collared when they were baiting Crossing. He was also seen with an unhabituated troop after.",NA
"466","Aaragon","Aara",NA,"F",NA,"2016-11-16","2016-11-16",NA,"KB","KB","Aare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Gunya","Guny",NA,"F","2","2016-11-16","2016-11-16",NA,NA,"AK","Gugu",NA,NA,NA,NA,"2019-10-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead","dead"
"468","Mhaori","Mhao",NA,"F",NA,"2016-11-17","2016-11-17",NA,NA,"KB","Mara",NA,NA,NA,NA,"2019-12-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Ngenakubo","Nge",NA,"M",NA,"2016-11-18","2016-11-18",NA,NA,"AK","Nkosikasi",NA,"2021-11-12","BD","2022-02-07","2023-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Guatemala","Guat",NA,"F",NA,"2016-11-22","2016-11-22",NA,"NH","NH","Geneva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Rabat","Raba",NA,"F",NA,"2016-11-23","2016-11-23",NA,"NH","NH","Roma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Yamuna","Yamu",NA,"F",NA,"2016-11-23","2016-11-23",NA,"KB","KB","Yalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Hondjie","Hond",NA,"F",NA,NA,"2016-11-29",NA,"BD","BD","Heerlik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOB approx, born before 01/12/2016",NA
"474","Baby Siele 2016","BSie16",NA,NA,NA,"2016-11-30","2016-11-30",NA,NA,"BD","Siele",NA,NA,NA,NA,"2017-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died start 2017, body not found","dead"
"475","Hibiscus","Hibi",NA,"F",NA,NA,"2016-11-30",NA,NA,"BD","Hippie",NA,NA,NA,NA,"2020-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOB approx, born before 30/11/2016",NA
"476","Dillon","Dil",NA,"M",NA,"2016-12-05","2016-12-05",NA,NA,"LT","Digby",NA,"2021-12-11",NA,NA,"2021-12-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"477","Luan","Lua",NA,"M",NA,"2016-12-19","2016-12-19",NA,NA,"LT","India",NA,"2017-01-16",NA,NA,"2017-01-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mother (India) died, left behind by group, taken to the sanctuary (16/01/17) and named Luan.","dead"
"478","Whidbey","Whid",NA,"F",NA,NA,"2016-10-01",NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No data found but described in description file 2016",NA
"479","Dewey","Dewe",NA,"F",NA,"2017-01-04","2017-01-04",NA,"LT","LT","Delilah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Tyler","Tyl","Garry","M",NA,NA,"2017-05-22",NA,NA,NA,NA,NA,NA,"LT","2017-05-22","2018-02-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"first named garry then changed for tyler 12/08/17 - was the data changed or still as Gar in some forms?",NA
"481","New male (look like Rio)",NA,NA,"M",NA,NA,"2017-06-22",NA,NA,NA,NA,NA,NA,"LT","2017-06-22","2017-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","first apparition 22/06/2017, sure since 7/07/2017 - dif male to that recorded 24th May onwards?",NA
"482","Dokos","Dok","Denmark","M",NA,NA,"2017-08-22",NA,NA,"CR","Duclina",NA,"2018-07-20","BD","2019-05-30","2022-07-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2014, seen on last day CR followed 2018/07/20. In BD for three years but found dead in the purgatory on 15/08/2022 by Loic.","dead"
"483","Feniks","Fen",NA,"M",NA,NA,"2017-09-01",NA,NA,NA,NA,NA,NA,"BD","2017-09-01","2020-01-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Kommunis","Kom",NA,"M",NA,NA,"2017-09-04",NA,"BD",NA,NA,NA,NA,"AK","2019-10-09","2019-10-09","BD","2019-11-12","2021-12-14","BD","2022-01-20",NA,NA,NA,NA,NA,"Named Bingo until 2018, but isnt the original Bing - NEED MORE DETAIL. Dissapeared fro Baie dankie fro the 14/12/2021 and appeared agin on the 01/18/2022","dissapeared"
"485","Baby Numbies 2017","BNum17",NA,NA,NA,"2017-09-25","2017-09-25",NA,NA,"BD","Numbies",NA,NA,NA,NA,"2017-10-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"presumed dead, no body found","dead"
"486","Sari","Sari",NA,"F",NA,"2017-09-30","2017-09-30",NA,"BD","BD","Snortjie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Baby Little Blind 2017","BLBl17",NA,NA,NA,"2017-10-03","2017-10-03",NA,NA,"BD","Little Blind",NA,NA,NA,NA,"2017-10-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disappeared on the 06/10/2017",NA
"488","Baby Digby 2017","BDig17",NA,NA,NA,NA,"2017-10-05",NA,NA,"LT","Digby",NA,NA,NA,NA,"2017-10-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably dead, noted missing on 2017/10/09","dead"
"489","Cameron","Cam",NA,"M",NA,NA,"2017-10-05",NA,NA,"CR","Chiloe",NA,NA,NA,NA,"2022-01-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2016",NA
"490","Aarhus","Aar",NA,"M",NA,"2017-10-09","2017-10-09",NA,"IF","KB","Aare",NA,"2023-01-30","IFamily","2023-01-30","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Amgoun","Amg",NA,"M",NA,"2017-10-09","2017-10-09",NA,NA,"KB","Amur",NA,"2019-02-27",NA,NA,"2019-02-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"found his body the 27th of February","dead"
"492","Baby Gese 2017","BGes17",NA,NA,NA,"2017-10-09","2017-10-09",NA,NA,"BD","Gesels",NA,NA,NA,NA,"2017-10-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead, no body found","dead"
"493","Goduka","Godu",NA,"F",NA,"2017-10-09","2017-10-09",NA,"AK","AK","Geleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Rocky","Rocky",NA,"M",NA,NA,"2017-10-09",NA,NA,"LT","Rose-Mary",NA,"2018-02-21","LTsplit","2018-02-21","2018-03-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Uranium City","Ura",NA,"M",NA,NA,"2017-10-09",NA,NA,"NH","Uppsala",NA,"2019-02-12",NA,NA,"2019-02-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead, we did not seen him since the 12/02/2019","dead"
"496","Baby Oahu 2017","BOah17",NA,NA,NA,"2017-10-10","2017-10-10",NA,NA,"CR","Oahu",NA,NA,NA,NA,"2017-10-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Was born dead and the mother was carring the body","dead"
"497","Goose","Goos","CrazyEyes","F",NA,NA,"2017-10-10",NA,NA,"CR","Galapagos",NA,NA,NA,NA,"2018-07-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20",NA
"498","Lavander","Lava",NA,"F",NA,"2017-10-11","2017-10-11",NA,NA,"LT","Laurel",NA,NA,NA,NA,"2019-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead","dead"
"499","Baby Pann 2017","BPan17",NA,"M",NA,"2017-10-12","2017-10-12",NA,NA,"BD","Pannekoekie",NA,"2017-12-21",NA,NA,"2017-12-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died on 21/12/2017, seen with injuries on leg and died shortly afterwards","dead"
"500","Baby Lionel 2017","BLio17",NA,NA,NA,NA,"2017-10-13",NA,NA,"CR","Lionel",NA,NA,NA,NA,"2017-11-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead","dead"
"501","Mokcha","Mokc",NA,"F",NA,"2017-10-13","2017-10-13",NA,NA,"KB","Mara",NA,NA,NA,NA,"2021-09-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Baby Roxanne 2017","BRox17",NA,"M",NA,"2017-10-16","2017-10-16",NA,NA,"LT","Roxanne",NA,"2018-02-19",NA,NA,"2018-02-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not clear if baby joined split with mother or disappeared few days before",NA
"503","Ischia","Isc",NA,"M",NA,NA,"2017-10-16",NA,NA,"CR","Iceland",NA,"2018-07-18",NA,NA,"2018-07-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen few days before CR last followed",NA
"504","Ndiki","Ndik",NA,"F",NA,"2017-10-16","2017-10-16",NA,NA,"AK","Ndonsa",NA,NA,NA,NA,"2021-04-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Nuuskierig","Nuu",NA,"M",NA,"2017-10-16","2017-10-16",NA,NA,"BD","Nurks",NA,"2023-03-06",NA,NA,"2023-03-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Timber","Timb",NA,"F",NA,"2017-10-16","2017-10-16",NA,"CR","CR","Tortuga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"507","Aantreklik","Aan","Aant","M",NA,"2017-10-17","2017-10-17",NA,"BD","BD","Aapie",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","may be mistaken about the fact that his mom is Aapi. Due to observation he maybe Asis son - to check with genetics!",NA
"508","Jelly","Jell",NA,"F",NA,"2017-10-19","2017-10-19",NA,NA,"LT","Jenny",NA,"2018-02-21","LTsplit",NA,"2018-03-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Pomelo","Pom",NA,"M",NA,"2017-10-19","2017-10-19",NA,"NH","BD","Potjie",NA,"2022-12-16","NH","2023-02-20","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"He left BD but Jonas could still download data from him when he is behind Mpakana",NA
"510","Xinji","Xin",NA,"M",NA,NA,"2017-10-20",NA,"BD","NH","Xian",NA,"2022-07-15","BD","2022-07-16","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Rustig","Rust",NA,"F",NA,"2017-10-21","2017-10-21",NA,NA,"BD","Rissiepit",NA,NA,NA,NA,"2018-05-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noted several months after in logbook, likely an error",NA
"512","Sirkus","Sirk",NA,"F",NA,"2017-10-21","2017-10-21",NA,"BD","BD","Siele",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Pyeongchang","Pye",NA,"M",NA,"2017-10-23","2017-10-23",NA,NA,"NH","Pretoria",NA,"2020-02-24",NA,NA,"2020-02-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most likely killed by dogs","dead"
"514","Obsessie","Obse",NA,"F",NA,"2017-10-24","2017-10-24",NA,"BD","BD","Oulik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Margarita","Mar",NA,"M",NA,NA,"2017-10-25",NA,NA,"CR","Mackenzie",NA,"2017-11-17",NA,NA,"2017-11-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Jersey","Jers",NA,"F",NA,NA,"2017-10-26",NA,NA,"CR","Java",NA,NA,NA,NA,"2018-07-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20",NA
"517","Moya","Moya",NA,"F",NA,"2017-10-26","2017-10-26",NA,NA,"AK","Mamoobi",NA,NA,NA,NA,"2019-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead. Body not found","dead"
"518","Heelal","Hee",NA,"M",NA,"2017-10-30","2017-10-30",NA,NA,"BD","Heerlik",NA,"2023-01-20",NA,NA,"2023-01-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Baby Gugu 2017","BGug17",NA,"M",NA,"2017-10-31","2017-10-31",NA,NA,"AK","Gugu",NA,"2018-01-11",NA,NA,"2018-01-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead but no body","dead"
"520","Nakhu","Nak",NA,"M",NA,"2017-10-31","2017-10-31",NA,"BD","AK","Nkosikasi",NA,"2022-05-05","BD","2022-05-06","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Daartagnan","Daa",NA,"M",NA,"2017-11-02","2017-11-02",NA,NA,"LT","Daisy",NA,NA,NA,NA,"2022-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Nantucket","Nan",NA,"M",NA,NA,"2017-11-02",NA,NA,"CR","Nihau",NA,"2018-07-18",NA,NA,"2018-07-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen few days before CR last followed",NA
"523","Baby Ruby 2017","BRub17",NA,NA,NA,"2017-11-03","2017-11-03",NA,NA,"LT","Ruby",NA,NA,NA,NA,"2017-12-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead, unclear if body found","dead"
"524","Rioja","Rioj",NA,"F",NA,"2017-11-03","2017-11-03",NA,"NH","NH","Roma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Baby Kaya 2017","BKay17",NA,"M",NA,"2017-11-04","2017-11-04",NA,NA,"LT","Kaya",NA,"2018-02-21","LTsplit","2018-02-21","2018-03-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LTSplit not followed",NA
"526","Nihau","Niha",NA,"F",NA,NA,"2017-11-06",NA,"CR","CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born 2012, first recorded seems late - was she called something else first? Last seen few days before CR last followed",NA
"527","Yara","Yara",NA,"F",NA,NA,"2017-11-11",NA,"KB","KB","Yalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Gangtok","Gan",NA,"M",NA,"2017-11-13","2017-11-13",NA,NA,"NH","Gaya",NA,"2021-12-24",NA,NA,"2021-12-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Revdanda","Rev",NA,"M",NA,"2017-11-16","2017-11-16",NA,NA,"NH","Rennes",NA,"2019-01-28",NA,NA,"2019-01-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Body found eaten by poachers' dogs","dead"
"530","Xaltepec","Xal",NA,"M",NA,"2017-11-18","2017-11-18",NA,NA,"NH","Xalapa",NA,"2020-03-12",NA,NA,"2020-03-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Never identified again after Rebekka snd Varun left",NA
"531","Yzeron","Yze",NA,"M",NA,NA,"2017-11-20",NA,NA,"KB","Yenissei",NA,"2018-09-18",NA,NA,"2018-09-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably dead","dead"
"532","Dexter","Dext",NA,"F",NA,"2017-11-30","2017-11-30",NA,NA,"LT","Delilah",NA,NA,NA,NA,"2022-06-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Corfu",NA,NA,NA,NA,NA,"2017-12-23",NA,NA,"CR","Chiloe",NA,NA,NA,NA,"2018-06-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Confusion between observers as to whether Corfu exists or not, never reconciled",NA
"534","Baby Mielies 2017","BMie17",NA,NA,NA,"2017-12-27","2017-12-27",NA,NA,"BD","Mielies",NA,NA,NA,NA,"2018-01-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Doreen","Dore",NA,"F",NA,"2017-12-29","2017-12-29",NA,"LT","LT","Diana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Baby Mackenzie 2017","BMac17","Baby Schnauzli 2017",NA,NA,NA,"2018-02-14",NA,NA,"CR","Mackenzie",NA,NA,NA,NA,"2018-04-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fate unclear",NA
"537","Puntag","Pun",NA,"M",NA,"2018-03-02","2018-03-02",NA,NA,NA,NA,NA,NA,"BD","2018-03-02","2018-07-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recorded one time months after departure in BD, may be a mistake",NA
"538","Bali","Bali",NA,"F",NA,NA,"2018-04-09",NA,"CR","CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20",NA
"539","Easter","East","Smashy;Mous","F",NA,NA,"2018-04-09",NA,NA,"CR",NA,NA,NA,NA,NA,"2022-03-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20",NA
"540","Fiji","Fiji",NA,"F",NA,NA,"2018-04-12",NA,NA,"CR",NA,NA,NA,NA,NA,"2018-07-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20",NA
"541","Kodiak","Kodi","Schnauzli","F",NA,NA,"2018-04-12",NA,"CR","CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen few days before CR last followed 2018/07/20",NA
"542","Kookoolegit","Koo",NA,"M",NA,NA,"2018-04-12",NA,NA,"CR","Kodiak",NA,"2018-07-18",NA,NA,"2018-07-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen few days before CR last followed",NA
"543","Blup blup","Blu",NA,"M",NA,NA,"2018-04-18",NA,NA,"CR","Bali",NA,NA,NA,NA,"2018-07-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen on last day CR followed 2018/07/20",NA
"544","Cusco","Cus",NA,"M",NA,NA,"2018-05-21",NA,NA,NA,NA,NA,NA,"NH","2018-05-21","2018-12-17","NH","2019-05-21","2020-11-30",NA,NA,NA,NA,NA,NA,NA,"Could be Ijinja from Ifamily, but unsure without genetics",NA
"545","Oscar","Osc","Dumbledore","M",NA,NA,"2018-06-07",NA,NA,NA,NA,NA,NA,"LT","2018-06-07","2019-02-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previously named Dumbledore",NA
"546","Benedict","Ben",NA,"M",NA,NA,"2018-06-08",NA,NA,NA,NA,NA,NA,"LT","2018-06-08","2020-07-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Migrated in the group that owns the owners dam ","migrated"
"547","Laila","Lail",NA,"F",NA,"2018-06-11","2018-06-11","2022-10-26","LT","LT","Laurel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Aathabasca","Aat","Ath","M",NA,NA,"2018-10-26",NA,"KB","KB","Aare",NA,"2023-03-28",NA,NA,"2023-03-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably born earlier than first seen date",NA
"549","Goed","Goe",NA,"M",NA,"2018-10-26","2018-10-26",NA,"BD","BD","Gesels",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Hiasint","Hia",NA,"M",NA,"2018-10-26","2018-10-26",NA,NA,"BD","Hippie",NA,"2021-04-08",NA,NA,"2021-04-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen in BD is 08/04/2021 according to logbook but more likely 03/04/2021. ",NA
"551","Lewe","Lewe",NA,"F",NA,"2018-10-26","2018-10-26","2022-10-26","BD","BD","Little Blind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Mimiek","Mimi",NA,"F",NA,"2018-10-26","2018-10-26",NA,NA,"BD","Mielies",NA,NA,NA,NA,"2020-08-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disappeared and no body but assumed to have died. Lots of predator response and hypervigilance in recent days. And group split a few days around disappearance.","dead"
"553","Naaldekoker","Naal",NA,"F",NA,"2018-10-26","2018-10-26",NA,"BD","BD","Numbies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Xinpu","Xinp",NA,"F",NA,"2018-10-28","2018-10-28","2022-10-26","NH","NH","Xian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Guzunga","Guz",NA,"M",NA,NA,"2018-11-01",NA,"IF","AK","Gugu",NA,"2023-05-13","IFamily","2023-05-22","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably born few days earlier",NA
"556","Rochdale","Roc",NA,"M",NA,NA,"2018-11-01",NA,"NH","NH","Reva",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably born earlier than first seen date",NA
"557","Skemer","Skem",NA,"F",NA,"2018-11-01","2018-11-01","2022-10-26","BD","BD","Snortjie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Spampounkoeki","Spam",NA,"F",NA,"2018-11-01","2018-11-01",NA,NA,"BD","Pannekoekie",NA,NA,NA,NA,"2019-12-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disappeared, probaby dead","dead"
